Machine Module SVA1075X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+7.500000000E+09
6.800909e+08,7.501423e-01, 6.819965e-01
6.900908e+08,7.414658e-01, 7.010085e-01
7.000907e+08,7.273994e-01, 6.938206e-01
7.100905e+08,7.135208e-01, 7.176362e-01
7.200904e+08,7.090585e-01, 7.206919e-01
7.300903e+08,7.052010e-01, 7.191392e-01
7.400901e+08,7.059426e-01, 7.278609e-01
7.500900e+08,6.747071e-01, 7.450116e-01
7.600899e+08,6.727991e-01, 7.472016e-01
7.700897e+08,6.656840e-01, 7.586208e-01
7.800896e+08,6.492739e-01, 7.696914e-01
7.900895e+08,6.351569e-01, 7.811867e-01
8.000893e+08,6.286060e-01, 7.785841e-01
8.100892e+08,6.221936e-01, 7.919032e-01
8.200891e+08,6.260792e-01, 7.957543e-01
8.300889e+08,6.293642e-01, 7.996664e-01
8.400888e+08,6.089779e-01, 8.074309e-01
8.500887e+08,5.954619e-01, 8.233619e-01
8.600885e+08,5.953398e-01, 8.178870e-01
8.700884e+08,5.869035e-01, 8.267864e-01
8.800883e+08,5.779118e-01, 8.336140e-01
8.900881e+08,5.690220e-01, 8.481624e-01
9.000880e+08,5.556354e-01, 8.516096e-01
9.100879e+08,5.550520e-01, 8.518684e-01
9.200877e+08,5.578395e-01, 8.457907e-01
9.300876e+08,5.341046e-01, 8.675587e-01
9.400875e+08,5.217162e-01, 8.692466e-01
9.500873e+08,5.148965e-01, 8.755326e-01
9.600872e+08,5.080756e-01, 8.780284e-01
9.700871e+08,4.984797e-01, 8.861578e-01
9.800869e+08,4.856901e-01, 8.924591e-01
9.900868e+08,4.729788e-01, 8.960219e-01
1.000087e+09,4.632506e-01, 9.026202e-01
1.010087e+09,4.657184e-01, 9.050286e-01
1.020086e+09,4.537575e-01, 9.096981e-01
1.030086e+09,4.302151e-01, 9.156863e-01
1.040086e+09,4.331825e-01, 9.236507e-01
1.050086e+09,4.107093e-01, 9.242955e-01
1.060086e+09,4.141645e-01, 9.288913e-01
1.070086e+09,3.971747e-01, 9.322592e-01
1.080086e+09,3.907165e-01, 9.405066e-01
1.090085e+09,3.873491e-01, 9.486938e-01
1.100085e+09,3.731698e-01, 9.506963e-01
1.110085e+09,3.584769e-01, 9.547281e-01
1.120085e+09,3.546412e-01, 9.627348e-01
1.130085e+09,3.550963e-01, 9.731852e-01
1.140085e+09,3.347435e-01, 9.571648e-01
1.150085e+09,3.273291e-01, 9.664711e-01
1.160085e+09,3.185143e-01, 9.637390e-01
1.170084e+09,3.031248e-01, 9.807534e-01
1.180084e+09,2.980407e-01, 9.770045e-01
1.190084e+09,2.830270e-01, 9.901706e-01
1.200084e+09,2.713924e-01, 9.830704e-01
1.210084e+09,2.656286e-01, 9.864971e-01
1.220084e+09,2.515283e-01, 1.000263e+00
1.230084e+09,2.397637e-01, 1.013396e+00
1.240083e+09,2.289064e-01, 9.950501e-01
1.250083e+09,2.213520e-01, 9.982842e-01
1.260083e+09,2.141230e-01, 9.927308e-01
1.270083e+09,2.081352e-01, 1.001085e+00
1.280083e+09,1.906218e-01, 1.001776e+00
1.290083e+09,1.650159e-01, 1.019347e+00
1.300083e+09,1.706532e-01, 1.009214e+00
1.310083e+09,1.618838e-01, 1.013440e+00
1.320082e+09,1.448168e-01, 1.020727e+00
1.330082e+09,1.428545e-01, 1.018378e+00
1.340082e+09,1.230202e-01, 1.031574e+00
1.350082e+09,9.945687e-02, 1.028475e+00
1.360082e+09,8.608821e-02, 1.023982e+00
1.370082e+09,7.365315e-02, 1.029545e+00
1.380082e+09,6.162238e-02, 1.029060e+00
1.390081e+09,6.804109e-02, 1.031404e+00
1.400081e+09,5.538574e-02, 1.029826e+00
1.410081e+09,4.601593e-02, 1.036278e+00
1.420081e+09,3.298104e-02, 1.030733e+00
1.430081e+09,2.922409e-02, 1.036269e+00
1.440081e+09,2.656359e-02, 1.035712e+00
1.450081e+09,6.181976e-03, 1.034999e+00
1.460081e+09,-7.581116e-03, 1.024895e+00
1.470080e+09,-1.529054e-02, 1.028507e+00
1.480080e+09,-2.339411e-02, 1.032882e+00
1.490080e+09,-4.157932e-02, 1.018529e+00
1.500080e+09,-4.305453e-02, 1.027997e+00
1.510080e+09,-5.927051e-02, 1.021811e+00
1.520080e+09,-6.936302e-02, 1.019642e+00
1.530080e+09,-8.425669e-02, 1.023367e+00
1.540079e+09,-9.603929e-02, 1.017203e+00
1.550079e+09,-1.117550e-01, 1.019242e+00
1.560079e+09,-1.183735e-01, 1.017994e+00
1.570079e+09,-1.267056e-01, 1.011806e+00
1.580079e+09,-1.368728e-01, 1.014901e+00
1.590079e+09,-1.442183e-01, 1.008060e+00
1.600079e+09,-1.591874e-01, 1.015615e+00
1.610079e+09,-1.681431e-01, 1.011529e+00
1.620078e+09,-1.862245e-01, 1.013480e+00
1.630078e+09,-1.866446e-01, 1.004813e+00
1.640078e+09,-1.996334e-01, 1.004795e+00
1.650078e+09,-2.109667e-01, 1.004019e+00
1.660078e+09,-2.206109e-01, 9.994487e-01
1.670078e+09,-2.261090e-01, 9.955111e-01
1.680078e+09,-2.435211e-01, 9.916770e-01
1.690077e+09,-2.489311e-01, 9.916406e-01
1.700077e+09,-2.585985e-01, 9.899803e-01
1.710077e+09,-2.714270e-01, 9.821363e-01
1.720077e+09,-2.863445e-01, 9.820021e-01
1.730077e+09,-2.868270e-01, 9.776039e-01
1.740077e+09,-2.931606e-01, 9.786352e-01
1.750077e+09,-3.130554e-01, 9.742860e-01
1.760077e+09,-3.205471e-01, 9.704523e-01
1.770076e+09,-3.282430e-01, 9.661988e-01
1.780076e+09,-3.380621e-01, 9.632160e-01
1.790076e+09,-3.513407e-01, 9.638251e-01
1.800076e+09,-3.657595e-01, 9.582301e-01
1.810076e+09,-3.893153e-01, 9.482186e-01
1.820076e+09,-3.807420e-01, 9.529323e-01
1.830076e+09,-3.938843e-01, 9.430950e-01
1.840075e+09,-3.993384e-01, 9.498321e-01
1.850075e+09,-4.144457e-01, 9.289592e-01
1.860075e+09,-4.248329e-01, 9.320873e-01
1.870075e+09,-4.280293e-01, 9.308750e-01
1.880075e+09,-4.535439e-01, 9.269397e-01
1.890075e+09,-4.490675e-01, 9.247335e-01
1.900075e+09,-4.577390e-01, 9.133811e-01
1.910075e+09,-4.834836e-01, 9.065157e-01
1.920074e+09,-4.815227e-01, 9.125530e-01
1.930074e+09,-4.876705e-01, 9.063375e-01
1.940074e+09,-5.008295e-01, 8.938633e-01
1.950074e+09,-5.153902e-01, 8.915457e-01
1.960074e+09,-5.133289e-01, 8.944465e-01
1.970074e+09,-5.369662e-01, 8.756110e-01
1.980074e+09,-5.419077e-01, 8.681743e-01
1.990073e+09,-5.496677e-01, 8.780798e-01
2.000073e+09,-5.641654e-01, 8.539658e-01
2.010073e+09,-5.687555e-01, 8.524296e-01
2.020073e+09,-5.620978e-01, 8.527108e-01
2.030073e+09,-5.896211e-01, 8.398055e-01
2.040073e+09,-6.034540e-01, 8.227264e-01
2.050073e+09,-6.091048e-01, 8.124763e-01
2.060073e+09,-6.050118e-01, 8.211941e-01
2.070072e+09,-6.170384e-01, 8.086305e-01
2.080072e+09,-6.351478e-01, 7.963814e-01
2.090072e+09,-6.396235e-01, 7.866163e-01
2.100072e+09,-6.466216e-01, 7.807475e-01
2.110072e+09,-6.522962e-01, 7.747339e-01
2.120072e+09,-6.601990e-01, 7.775247e-01
2.130072e+09,-6.713293e-01, 7.537870e-01
2.140071e+09,-6.789617e-01, 7.542094e-01
2.150071e+09,-6.876583e-01, 7.529282e-01
2.160071e+09,-6.925397e-01, 7.458014e-01
2.170071e+09,-7.007489e-01, 7.370241e-01
2.180071e+09,-7.074642e-01, 7.244626e-01
2.190071e+09,-7.171252e-01, 7.131116e-01
2.200071e+09,-7.217570e-01, 7.024115e-01
2.210071e+09,-7.302625e-01, 6.994415e-01
2.220070e+09,-7.369415e-01, 6.918673e-01
2.230070e+09,-7.419273e-01, 6.791842e-01
2.240070e+09,-7.475481e-01, 6.705989e-01
2.250070e+09,-7.577996e-01, 6.701319e-01
2.260070e+09,-7.639571e-01, 6.586706e-01
2.270070e+09,-7.651767e-01, 6.446049e-01
2.280070e+09,-7.733104e-01, 6.368656e-01
2.290069e+09,-7.807664e-01, 6.307799e-01
2.300069e+09,-7.846689e-01, 6.200393e-01
2.310069e+09,-7.938003e-01, 6.147199e-01
2.320069e+09,-7.988724e-01, 6.043087e-01
2.330069e+09,-8.056452e-01, 5.971666e-01
2.340069e+09,-8.116650e-01, 5.881645e-01
2.350069e+09,-8.188259e-01, 5.792533e-01
2.360069e+09,-8.250634e-01, 5.706491e-01
2.370068e+09,-8.280558e-01, 5.606592e-01
2.380068e+09,-8.352794e-01, 5.504695e-01
2.390068e+09,-8.386321e-01, 5.408937e-01
2.400068e+09,-8.411669e-01, 5.331942e-01
2.410068e+09,-8.517198e-01, 5.240957e-01
2.420068e+09,-8.530475e-01, 5.120584e-01
2.430068e+09,-8.624433e-01, 5.031044e-01
2.440067e+09,-8.631909e-01, 4.970364e-01
2.450067e+09,-8.655135e-01, 4.880055e-01
2.460067e+09,-8.799215e-01, 4.776414e-01
2.470067e+09,-8.811533e-01, 4.647719e-01
2.480067e+09,-8.840511e-01, 4.567878e-01
2.490067e+09,-8.847595e-01, 4.510113e-01
2.500067e+09,-8.886851e-01, 4.349973e-01
2.510067e+09,-8.904742e-01, 4.265021e-01
2.520066e+09,-9.112080e-01, 4.102473e-01
2.530066e+09,-9.048285e-01, 4.039067e-01
2.540066e+09,-9.122672e-01, 3.932865e-01
2.550066e+09,-9.071851e-01, 3.912994e-01
2.560066e+09,-9.239031e-01, 3.690659e-01
2.570066e+09,-9.237926e-01, 3.619783e-01
2.580066e+09,-9.233743e-01, 3.557912e-01
2.590065e+09,-9.315492e-01, 3.369290e-01
2.600065e+09,-9.303682e-01, 3.280856e-01
2.610065e+09,-9.356458e-01, 3.253250e-01
2.620065e+09,-9.268273e-01, 3.213425e-01
2.630065e+09,-9.426676e-01, 3.046812e-01
2.640065e+09,-9.468521e-01, 2.972080e-01
2.650065e+09,-9.476813e-01, 2.615615e-01
2.660065e+09,-9.452570e-01, 2.667066e-01
2.670064e+09,-9.587852e-01, 2.440207e-01
2.680064e+09,-9.431584e-01, 2.473826e-01
2.690064e+09,-9.538228e-01, 2.267551e-01
2.700064e+09,-9.506828e-01, 2.150570e-01
2.710064e+09,-9.665125e-01, 2.127778e-01
2.720064e+09,-9.488786e-01, 1.968072e-01
2.730064e+09,-9.589728e-01, 1.860137e-01
2.740063e+09,-9.648878e-01, 1.848316e-01
2.750063e+09,-9.628602e-01, 1.653684e-01
2.760063e+09,-9.675018e-01, 1.395619e-01
2.770063e+09,-9.616305e-01, 1.477259e-01
2.780063e+09,-9.684189e-01, 1.337443e-01
2.790063e+09,-9.714328e-01, 1.242507e-01
2.800063e+09,-9.702878e-01, 1.096569e-01
2.810063e+09,-9.661986e-01, 9.926481e-02
2.820062e+09,-9.677287e-01, 8.062317e-02
2.830062e+09,-9.692836e-01, 8.353934e-02
2.840062e+09,-9.686560e-01, 7.858680e-02
2.850062e+09,-9.569906e-01, 3.949498e-02
2.860062e+09,-9.669914e-01, 5.532776e-02
2.870062e+09,-9.649576e-01, 3.631643e-02
2.880062e+09,-9.636446e-01, 2.427905e-02
2.890061e+09,-9.700011e-01, 2.406088e-02
2.900061e+09,-9.670616e-01, 7.908607e-03
2.910061e+09,-9.605972e-01, -9.474651e-03
2.920061e+09,-9.637073e-01, -1.536636e-02
2.930061e+09,-9.697449e-01, -1.502351e-02
2.940061e+09,-9.608696e-01, -3.328891e-02
2.950061e+09,-9.581150e-01, -3.911346e-02
2.960061e+09,-9.559458e-01, -5.558222e-02
2.970060e+09,-9.510981e-01, -7.185451e-02
2.980060e+09,-9.549903e-01, -7.907416e-02
2.990060e+09,-9.552518e-01, -8.625132e-02
3.000060e+09,-9.438435e-01, -9.846201e-02
3.010060e+09,-9.474234e-01, -1.087294e-01
3.020060e+09,-9.572915e-01, -1.134424e-01
3.030060e+09,-9.499874e-01, -1.281407e-01
3.040059e+09,-9.495061e-01, -1.383196e-01
3.050059e+09,-9.298647e-01, -1.444153e-01
3.060059e+09,-9.422239e-01, -1.608028e-01
3.070059e+09,-9.427958e-01, -1.695514e-01
3.080059e+09,-9.465931e-01, -1.774384e-01
3.090059e+09,-9.432583e-01, -1.929576e-01
3.100059e+09,-9.353439e-01, -1.928732e-01
3.110059e+09,-9.421542e-01, -2.141133e-01
3.120058e+09,-9.315199e-01, -2.179375e-01
3.130058e+09,-9.370395e-01, -2.356637e-01
3.140058e+09,-9.276309e-01, -2.417539e-01
3.150058e+09,-9.227254e-01, -2.485009e-01
3.160058e+09,-9.132973e-01, -2.515533e-01
3.170058e+09,-9.222470e-01, -2.804269e-01
3.180058e+09,-9.141755e-01, -2.835790e-01
3.190057e+09,-8.977048e-01, -2.896236e-01
3.200057e+09,-9.084312e-01, -3.004131e-01
3.210057e+09,-9.026330e-01, -3.192736e-01
3.220057e+09,-8.898034e-01, -3.205929e-01
3.230057e+09,-8.886001e-01, -3.288673e-01
3.240057e+09,-8.921459e-01, -3.332068e-01
3.250057e+09,-8.860845e-01, -3.517893e-01
3.260057e+09,-8.751391e-01, -3.770118e-01
3.270056e+09,-8.709748e-01, -3.914792e-01
3.280056e+09,-8.785406e-01, -3.827268e-01
3.290056e+09,-8.671590e-01, -3.969662e-01
3.300056e+09,-8.551828e-01, -4.114257e-01
3.310056e+09,-8.527177e-01, -4.143065e-01
3.320056e+09,-8.563716e-01, -4.268016e-01
3.330056e+09,-8.536045e-01, -4.351334e-01
3.340055e+09,-8.550236e-01, -4.426771e-01
3.350055e+09,-8.372773e-01, -4.506166e-01
3.360055e+09,-8.397013e-01, -4.570546e-01
3.370055e+09,-8.305051e-01, -4.713600e-01
3.380055e+09,-8.075603e-01, -4.846936e-01
3.390055e+09,-8.079855e-01, -4.846390e-01
3.400055e+09,-8.142479e-01, -5.080938e-01
3.410055e+09,-8.085432e-01, -5.102462e-01
3.420054e+09,-7.940094e-01, -5.200945e-01
3.430054e+09,-7.938566e-01, -5.268690e-01
3.440054e+09,-7.966408e-01, -5.344159e-01
3.450054e+09,-7.749211e-01, -5.417028e-01
3.460054e+09,-7.712591e-01, -5.538783e-01
3.470054e+09,-7.669178e-01, -5.613603e-01
3.480054e+09,-7.547899e-01, -5.675338e-01
3.490053e+09,-7.463346e-01, -5.754242e-01
3.500053e+09,-7.515804e-01, -5.867745e-01
3.510053e+09,-7.409081e-01, -6.046008e-01
3.520053e+09,-7.356686e-01, -6.048421e-01
3.530053e+09,-7.209443e-01, -6.013837e-01
3.540053e+09,-7.173028e-01, -6.195411e-01
3.550053e+09,-7.095513e-01, -6.198348e-01
3.560053e+09,-7.115218e-01, -6.295278e-01
3.570052e+09,-7.005687e-01, -6.426776e-01
3.580052e+09,-6.888876e-01, -6.413198e-01
3.590052e+09,-6.884491e-01, -6.495694e-01
3.600052e+09,-6.777131e-01, -6.579668e-01
3.610052e+09,-6.714923e-01, -6.657263e-01
3.620052e+09,-6.666813e-01, -6.780469e-01
3.630052e+09,-6.613678e-01, -6.701161e-01
3.640051e+09,-6.538818e-01, -6.785680e-01
3.650051e+09,-6.428758e-01, -6.947579e-01
3.660051e+09,-6.452800e-01, -6.878572e-01
3.670051e+09,-6.292154e-01, -7.025422e-01
3.680051e+09,-6.201142e-01, -7.103029e-01
3.690051e+09,-6.113854e-01, -7.240024e-01
3.700051e+09,-5.995567e-01, -7.280426e-01
3.710051e+09,-6.001164e-01, -7.269327e-01
3.720050e+09,-6.013908e-01, -7.432773e-01
3.730050e+09,-5.780149e-01, -7.468238e-01
3.740050e+09,-5.706036e-01, -7.496333e-01
3.750050e+09,-5.657994e-01, -7.659044e-01
3.760050e+09,-5.552966e-01, -7.716029e-01
3.770050e+09,-5.610919e-01, -7.797002e-01
3.780050e+09,-5.510445e-01, -7.797724e-01
3.790049e+09,-5.454138e-01, -7.909128e-01
3.800049e+09,-5.419351e-01, -7.994483e-01
3.810049e+09,-5.306832e-01, -7.903390e-01
3.820049e+09,-5.194579e-01, -8.087610e-01
3.830049e+09,-5.030243e-01, -8.100842e-01
3.840049e+09,-4.998736e-01, -8.216580e-01
3.850049e+09,-5.010063e-01, -8.349113e-01
3.860049e+09,-4.747593e-01, -8.299611e-01
3.870048e+09,-4.718815e-01, -8.341745e-01
3.880048e+09,-4.634997e-01, -8.432003e-01
3.890048e+09,-4.469915e-01, -8.521687e-01
3.900048e+09,-4.499790e-01, -8.626131e-01
3.910048e+09,-4.438835e-01, -8.517254e-01
3.920048e+09,-4.382978e-01, -8.712881e-01
3.930048e+09,-4.193729e-01, -8.852072e-01
3.940047e+09,-4.048646e-01, -8.829516e-01
3.950047e+09,-4.020615e-01, -8.884034e-01
3.960047e+09,-3.690096e-01, -8.944385e-01
3.970047e+09,-3.809360e-01, -8.979329e-01
3.980047e+09,-3.683551e-01, -9.017034e-01
3.990047e+09,-3.483145e-01, -9.083176e-01
4.000047e+09,-3.553389e-01, -9.140544e-01
4.010047e+09,-3.488064e-01, -9.147524e-01
4.020046e+09,-3.208491e-01, -9.171809e-01
4.030046e+09,-3.138714e-01, -9.082493e-01
4.040046e+09,-2.901146e-01, -9.267771e-01
4.050046e+09,-2.820264e-01, -9.157487e-01
4.060046e+09,-2.812246e-01, -9.326531e-01
4.070046e+09,-2.719219e-01, -9.380383e-01
4.080046e+09,-2.566230e-01, -9.329526e-01
4.090045e+09,-2.449351e-01, -9.398879e-01
4.100045e+09,-2.442195e-01, -9.540179e-01
4.110045e+09,-2.409867e-01, -9.522601e-01
4.120045e+09,-2.079962e-01, -9.415962e-01
4.130045e+09,-2.059720e-01, -9.556572e-01
4.140045e+09,-1.986632e-01, -9.524203e-01
4.150045e+09,-1.821502e-01, -9.493734e-01
4.160045e+09,-1.784264e-01, -9.598004e-01
4.170044e+09,-1.591229e-01, -9.583279e-01
4.180044e+09,-1.539780e-01, -9.582491e-01
4.190044e+09,-1.501528e-01, -9.718837e-01
4.200044e+09,-1.394212e-01, -9.769324e-01
4.210044e+09,-1.243094e-01, -9.707251e-01
4.220044e+09,-1.201371e-01, -9.792781e-01
4.230044e+09,-1.030159e-01, -9.738997e-01
4.240043e+09,-9.607466e-02, -9.854659e-01
4.250043e+09,-8.348782e-02, -9.716973e-01
4.260043e+09,-7.308395e-02, -9.751116e-01
4.270043e+09,-6.231478e-02, -9.742821e-01
4.280043e+09,-5.377651e-02, -9.807498e-01
4.290043e+09,-4.170719e-02, -9.902920e-01
4.300043e+09,-3.696283e-02, -9.759813e-01
4.310043e+09,-2.486134e-02, -9.788296e-01
4.320042e+09,-1.337115e-02, -9.849112e-01
4.330042e+09,-2.922769e-03, -9.886852e-01
4.340042e+09,7.591524e-04, -9.785901e-01
4.350042e+09,1.625905e-02, -9.813951e-01
4.360042e+09,2.203683e-02, -9.871788e-01
4.370042e+09,3.522951e-02, -9.879052e-01
4.380042e+09,4.533922e-02, -9.876628e-01
4.390041e+09,4.962798e-02, -9.809235e-01
4.400041e+09,6.496071e-02, -9.909559e-01
4.410041e+09,7.585473e-02, -9.911699e-01
4.420041e+09,7.877506e-02, -9.859672e-01
4.430041e+09,9.519910e-02, -9.897844e-01
4.440041e+09,1.047614e-01, -9.887021e-01
4.450041e+09,1.238532e-01, -9.957006e-01
4.460041e+09,1.279744e-01, -9.859177e-01
4.470040e+09,1.369416e-01, -9.888419e-01
4.480040e+09,1.498144e-01, -9.954200e-01
4.490040e+09,1.715189e-01, -9.937979e-01
4.500040e+09,1.727818e-01, -9.954994e-01
4.510040e+09,1.855211e-01, -9.903292e-01
4.520040e+09,1.913388e-01, -9.840474e-01
4.530040e+09,1.967944e-01, -9.851494e-01
4.540039e+09,2.038440e-01, -9.842606e-01
4.550039e+09,2.265808e-01, -9.865189e-01
4.560039e+09,2.358046e-01, -9.838858e-01
4.570039e+09,2.334131e-01, -9.893469e-01
4.580039e+09,2.563451e-01, -9.816613e-01
4.590039e+09,2.819052e-01, -9.812411e-01
4.600039e+09,2.824208e-01, -9.765328e-01
4.610039e+09,2.985606e-01, -9.805337e-01
4.620038e+09,2.878146e-01, -9.788922e-01
4.630038e+09,3.195211e-01, -9.708202e-01
4.640038e+09,3.363636e-01, -9.724857e-01
4.650038e+09,3.371289e-01, -9.686353e-01
4.660038e+09,3.706387e-01, -9.619700e-01
4.670038e+09,3.661509e-01, -9.586716e-01
4.680038e+09,3.861442e-01, -9.589107e-01
4.690037e+09,3.756711e-01, -9.623789e-01
4.700037e+09,3.976546e-01, -9.537844e-01
4.710037e+09,4.164970e-01, -9.409757e-01
4.720037e+09,4.281157e-01, -9.407845e-01
4.730037e+09,4.231231e-01, -9.457794e-01
4.740037e+09,4.391222e-01, -9.343483e-01
4.750037e+09,4.474588e-01, -9.288867e-01
4.760037e+09,4.743812e-01, -9.018317e-01
4.770036e+09,4.663648e-01, -9.212315e-01
4.780036e+09,4.807091e-01, -9.119859e-01
4.790036e+09,4.904407e-01, -9.083525e-01
4.800036e+09,5.028437e-01, -9.001416e-01
4.810036e+09,5.194564e-01, -8.789901e-01
4.820036e+09,5.248860e-01, -8.859579e-01
4.830036e+09,5.299652e-01, -8.801907e-01
4.840035e+09,5.441258e-01, -8.642988e-01
4.850035e+09,5.477760e-01, -8.738996e-01
4.860035e+09,5.563291e-01, -8.807567e-01
4.870035e+09,5.697954e-01, -8.507980e-01
4.880035e+09,5.807173e-01, -8.543653e-01
4.890035e+09,5.884818e-01, -8.419394e-01
4.900035e+09,5.979072e-01, -8.453489e-01
4.910035e+09,6.038391e-01, -8.299418e-01
4.920034e+09,6.146523e-01, -8.260538e-01
4.930034e+09,6.251602e-01, -8.324519e-01
4.940034e+09,6.327570e-01, -8.214063e-01
4.950034e+09,6.396136e-01, -8.076143e-01
4.960034e+09,6.447051e-01, -7.942547e-01
4.970034e+09,6.655753e-01, -8.040974e-01
4.980034e+09,6.688898e-01, -7.883021e-01
4.990033e+09,6.786292e-01, -7.874951e-01
5.000033e+09,6.843677e-01, -7.805181e-01
5.010033e+09,6.945334e-01, -7.640909e-01
5.020033e+09,7.124628e-01, -7.641622e-01
5.030033e+09,7.037844e-01, -7.517903e-01
5.040033e+09,7.164258e-01, -7.473174e-01
5.050033e+09,7.278212e-01, -7.396121e-01
5.060033e+09,7.358721e-01, -7.379863e-01
5.070032e+09,7.292052e-01, -7.241472e-01
5.080032e+09,7.576982e-01, -7.146691e-01
5.090032e+09,7.440567e-01, -7.109416e-01
5.100032e+09,7.661093e-01, -7.084488e-01
5.110032e+09,7.818981e-01, -6.925847e-01
5.120032e+09,7.827154e-01, -6.943333e-01
5.130032e+09,7.785705e-01, -6.943397e-01
5.140031e+09,7.917160e-01, -6.786069e-01
5.150031e+09,8.050662e-01, -6.735362e-01
5.160031e+09,8.101779e-01, -6.539562e-01
5.170031e+09,8.255430e-01, -6.610502e-01
5.180031e+09,8.237559e-01, -6.554152e-01
5.190031e+09,8.378278e-01, -6.389901e-01
5.200031e+09,8.445904e-01, -6.276428e-01
5.210031e+09,8.522771e-01, -6.366748e-01
5.220030e+09,8.619615e-01, -5.973686e-01
5.230030e+09,8.780345e-01, -6.060224e-01
5.240030e+09,8.730915e-01, -5.909730e-01
5.250030e+09,8.841537e-01, -5.818075e-01
5.260030e+09,8.914872e-01, -5.613003e-01
5.270030e+09,8.870404e-01, -5.763586e-01
5.280030e+09,8.940969e-01, -5.621805e-01
5.290029e+09,9.131326e-01, -5.553161e-01
5.300029e+09,9.136705e-01, -5.382446e-01
5.310029e+09,9.298292e-01, -5.272660e-01
5.320029e+09,9.378656e-01, -5.128033e-01
5.330029e+09,9.428628e-01, -5.048316e-01
5.340029e+09,9.543108e-01, -4.869465e-01
5.350029e+09,9.529435e-01, -4.908964e-01
5.360029e+09,9.565618e-01, -4.939488e-01
5.370028e+09,9.742091e-01, -4.572257e-01
5.380028e+09,9.619929e-01, -4.712074e-01
5.390028e+09,9.966580e-01, -4.411376e-01
5.400028e+09,9.842491e-01, -4.284537e-01
