Machine Module SVA1075X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+7.500000000E+09
6.800909e+08,6.854601e-01, 7.473374e-01
6.900908e+08,6.753848e-01, 7.661996e-01
7.000907e+08,6.598940e-01, 7.587348e-01
7.100905e+08,6.426047e-01, 7.820744e-01
7.200904e+08,6.366661e-01, 7.848327e-01
7.300903e+08,6.335150e-01, 7.842514e-01
7.400901e+08,6.302344e-01, 7.956117e-01
7.500900e+08,5.971292e-01, 8.090483e-01
7.600899e+08,5.935476e-01, 8.127652e-01
7.700897e+08,5.847918e-01, 8.234803e-01
7.800896e+08,5.658795e-01, 8.330166e-01
7.900895e+08,5.505278e-01, 8.430376e-01
8.000893e+08,5.430709e-01, 8.408435e-01
8.100892e+08,5.340103e-01, 8.545279e-01
8.200891e+08,5.357853e-01, 8.598851e-01
8.300889e+08,5.386420e-01, 8.649900e-01
8.400888e+08,5.159747e-01, 8.708235e-01
8.500887e+08,4.988835e-01, 8.859267e-01
8.600885e+08,4.981710e-01, 8.812203e-01
8.700884e+08,4.871570e-01, 8.895797e-01
8.800883e+08,4.779172e-01, 8.966444e-01
8.900881e+08,4.637341e-01, 9.099077e-01
9.000880e+08,4.512597e-01, 9.135982e-01
9.100879e+08,4.468394e-01, 9.129583e-01
9.200877e+08,4.508561e-01, 9.086910e-01
9.300876e+08,4.217581e-01, 9.269598e-01
9.400875e+08,4.088816e-01, 9.275671e-01
9.500873e+08,4.001407e-01, 9.342145e-01
9.600872e+08,3.923091e-01, 9.364145e-01
9.700871e+08,3.802857e-01, 9.438258e-01
9.800869e+08,3.653358e-01, 9.483545e-01
9.900868e+08,3.512966e-01, 9.519638e-01
1.000087e+09,3.392734e-01, 9.562477e-01
1.010087e+09,3.400576e-01, 9.598942e-01
1.020086e+09,3.265265e-01, 9.643307e-01
1.030086e+09,3.007683e-01, 9.671866e-01
1.040086e+09,3.016947e-01, 9.740219e-01
1.050086e+09,2.781824e-01, 9.717005e-01
1.060086e+09,2.794198e-01, 9.788613e-01
1.070086e+09,2.607563e-01, 9.803045e-01
1.080086e+09,2.511625e-01, 9.884229e-01
1.090085e+09,2.458714e-01, 9.957594e-01
1.100085e+09,2.301090e-01, 9.960876e-01
1.110085e+09,2.146112e-01, 9.966778e-01
1.120085e+09,2.062531e-01, 1.005974e+00
1.130085e+09,2.026679e-01, 1.016964e+00
1.140085e+09,1.860735e-01, 9.977860e-01
1.150085e+09,1.759064e-01, 1.005497e+00
1.160085e+09,1.650258e-01, 1.002730e+00
1.170084e+09,1.458544e-01, 1.017288e+00
1.180084e+09,1.422187e-01, 1.012449e+00
1.190084e+09,1.220580e-01, 1.023191e+00
1.200084e+09,1.112482e-01, 1.014003e+00
1.210084e+09,1.034452e-01, 1.017570e+00
1.220084e+09,8.547642e-02, 1.028785e+00
1.230084e+09,7.359579e-02, 1.041310e+00
1.240083e+09,6.272943e-02, 1.020333e+00
1.250083e+09,5.279426e-02, 1.022470e+00
1.260083e+09,4.542285e-02, 1.016290e+00
1.270083e+09,3.801261e-02, 1.024313e+00
1.280083e+09,1.737583e-02, 1.020867e+00
1.290083e+09,-1.312391e-02, 1.032530e+00
1.300083e+09,-7.212992e-03, 1.023743e+00
1.310083e+09,-1.783795e-02, 1.027302e+00
1.320082e+09,-3.702736e-02, 1.030271e+00
1.330082e+09,-4.034916e-02, 1.030180e+00
1.340082e+09,-6.337608e-02, 1.036722e+00
1.350082e+09,-8.645536e-02, 1.029330e+00
1.360082e+09,-1.006062e-01, 1.024266e+00
1.370082e+09,-1.138490e-01, 1.023839e+00
1.380082e+09,-1.271585e-01, 1.024085e+00
1.390081e+09,-1.231260e-01, 1.026174e+00
1.400081e+09,-1.367269e-01, 1.023622e+00
1.410081e+09,-1.492829e-01, 1.028289e+00
1.420081e+09,-1.615892e-01, 1.020104e+00
1.430081e+09,-1.669762e-01, 1.024457e+00
1.440081e+09,-1.730889e-01, 1.023994e+00
1.450081e+09,-1.924634e-01, 1.018966e+00
1.460081e+09,-2.063831e-01, 1.005568e+00
1.470080e+09,-2.151571e-01, 1.006985e+00
1.480080e+09,-2.279546e-01, 1.009085e+00
1.490080e+09,-2.437836e-01, 9.907709e-01
1.500080e+09,-2.497826e-01, 9.988032e-01
1.510080e+09,-2.630655e-01, 9.911709e-01
1.520080e+09,-2.744301e-01, 9.855348e-01
1.530080e+09,-2.905435e-01, 9.872810e-01
1.540079e+09,-3.025207e-01, 9.775447e-01
1.550079e+09,-3.191160e-01, 9.763363e-01
1.560079e+09,-3.268585e-01, 9.732308e-01
1.570079e+09,-3.344750e-01, 9.673089e-01
1.580079e+09,-3.471210e-01, 9.660527e-01
1.590079e+09,-3.544824e-01, 9.552434e-01
1.600079e+09,-3.721132e-01, 9.605152e-01
1.610079e+09,-3.811212e-01, 9.524629e-01
1.620078e+09,-4.001965e-01, 9.510070e-01
1.630078e+09,-4.006603e-01, 9.425506e-01
1.640078e+09,-4.139909e-01, 9.382904e-01
1.650078e+09,-4.256921e-01, 9.337343e-01
1.660078e+09,-4.358884e-01, 9.276030e-01
1.670078e+09,-4.428408e-01, 9.235883e-01
1.680078e+09,-4.614258e-01, 9.162541e-01
1.690077e+09,-4.655965e-01, 9.123330e-01
1.700077e+09,-4.772899e-01, 9.086781e-01
1.710077e+09,-4.882731e-01, 8.968922e-01
1.720077e+09,-5.040894e-01, 8.929202e-01
1.730077e+09,-5.059249e-01, 8.880852e-01
1.740077e+09,-5.128566e-01, 8.865009e-01
1.750077e+09,-5.309387e-01, 8.767712e-01
1.760077e+09,-5.379592e-01, 8.705346e-01
1.770076e+09,-5.438630e-01, 8.642378e-01
1.780076e+09,-5.592203e-01, 8.576290e-01
1.790076e+09,-5.750981e-01, 8.532482e-01
1.800076e+09,-5.834696e-01, 8.452367e-01
1.810076e+09,-6.055814e-01, 8.295800e-01
1.820076e+09,-6.005840e-01, 8.340667e-01
1.830076e+09,-6.101733e-01, 8.223771e-01
1.840075e+09,-6.200677e-01, 8.244825e-01
1.850075e+09,-6.313503e-01, 8.002356e-01
1.860075e+09,-6.426850e-01, 7.994801e-01
1.870075e+09,-6.471039e-01, 7.992539e-01
1.880075e+09,-6.700134e-01, 7.905871e-01
1.890075e+09,-6.669912e-01, 7.857564e-01
1.900075e+09,-6.753201e-01, 7.700137e-01
1.910075e+09,-6.980607e-01, 7.547427e-01
1.920074e+09,-6.988994e-01, 7.607526e-01
1.930074e+09,-7.045190e-01, 7.540369e-01
1.940074e+09,-7.150688e-01, 7.375886e-01
1.950074e+09,-7.294376e-01, 7.300846e-01
1.960074e+09,-7.310756e-01, 7.326160e-01
1.970074e+09,-7.478831e-01, 7.075546e-01
1.980074e+09,-7.530183e-01, 6.994702e-01
1.990073e+09,-7.626932e-01, 7.044996e-01
2.000073e+09,-7.717369e-01, 6.749030e-01
2.010073e+09,-7.785040e-01, 6.717656e-01
2.020073e+09,-7.741583e-01, 6.736833e-01
2.030073e+09,-7.942717e-01, 6.512413e-01
2.040073e+09,-8.039774e-01, 6.295619e-01
2.050073e+09,-8.101358e-01, 6.181748e-01
2.060073e+09,-8.109759e-01, 6.258320e-01
2.070072e+09,-8.213503e-01, 6.092480e-01
2.080072e+09,-8.304704e-01, 5.917220e-01
2.090072e+09,-8.347866e-01, 5.797843e-01
2.100072e+09,-8.398536e-01, 5.713660e-01
2.110072e+09,-8.457811e-01, 5.623714e-01
2.120072e+09,-8.548069e-01, 5.623417e-01
2.130072e+09,-8.576742e-01, 5.359734e-01
2.140071e+09,-8.663017e-01, 5.331424e-01
2.150071e+09,-8.754323e-01, 5.282378e-01
2.160071e+09,-8.791622e-01, 5.162522e-01
2.170071e+09,-8.850839e-01, 5.032866e-01
2.180071e+09,-8.890678e-01, 4.906655e-01
2.190071e+09,-8.951553e-01, 4.800597e-01
2.200071e+09,-8.970038e-01, 4.654307e-01
2.210071e+09,-9.050141e-01, 4.579423e-01
2.220070e+09,-9.095323e-01, 4.461635e-01
2.230070e+09,-9.116133e-01, 4.325479e-01
2.240070e+09,-9.155305e-01, 4.215219e-01
2.250070e+09,-9.224614e-01, 4.118311e-01
2.260070e+09,-9.272855e-01, 4.006912e-01
2.270070e+09,-9.261113e-01, 3.870510e-01
2.280070e+09,-9.338802e-01, 3.774152e-01
2.290069e+09,-9.369363e-01, 3.658205e-01
2.300069e+09,-9.411511e-01, 3.546588e-01
2.310069e+09,-9.434538e-01, 3.434479e-01
2.320069e+09,-9.479221e-01, 3.314096e-01
2.330069e+09,-9.519741e-01, 3.208391e-01
2.340069e+09,-9.552817e-01, 3.093769e-01
2.350069e+09,-9.583318e-01, 2.973691e-01
2.360069e+09,-9.625179e-01, 2.861341e-01
2.370068e+09,-9.646566e-01, 2.745742e-01
2.380068e+09,-9.648668e-01, 2.623643e-01
2.390068e+09,-9.669660e-01, 2.512152e-01
2.400068e+09,-9.715624e-01, 2.387483e-01
2.410068e+09,-9.774299e-01, 2.262597e-01
2.420068e+09,-9.735983e-01, 2.151852e-01
2.430068e+09,-9.786477e-01, 2.034126e-01
2.440067e+09,-9.831641e-01, 1.892699e-01
2.450067e+09,-9.806619e-01, 1.802890e-01
2.460067e+09,-9.893390e-01, 1.663378e-01
2.470067e+09,-9.868422e-01, 1.543406e-01
2.480067e+09,-9.885157e-01, 1.416087e-01
2.490067e+09,-9.871137e-01, 1.331757e-01
2.500067e+09,-9.868190e-01, 1.174254e-01
2.510067e+09,-9.858053e-01, 1.095970e-01
2.520066e+09,-9.986716e-01, 8.497585e-02
2.530066e+09,-9.919486e-01, 7.875944e-02
2.540066e+09,-9.944022e-01, 6.276063e-02
2.550066e+09,-9.889854e-01, 6.361481e-02
2.560066e+09,-9.970376e-01, 3.550505e-02
2.570066e+09,-9.938034e-01, 2.673860e-02
2.580066e+09,-9.917835e-01, 1.924176e-02
2.590065e+09,-9.955464e-01, -8.721266e-05
2.600065e+09,-9.905258e-01, -1.012299e-02
2.610065e+09,-9.910590e-01, -1.678215e-02
2.620065e+09,-9.849390e-01, -1.792107e-02
2.630065e+09,-9.879629e-01, -4.121069e-02
2.640065e+09,-9.906357e-01, -4.982438e-02
2.650065e+09,-9.829643e-01, -8.597097e-02
2.660065e+09,-9.802841e-01, -8.170078e-02
2.670064e+09,-9.837470e-01, -1.088364e-01
2.680064e+09,-9.754536e-01, -1.023574e-01
2.690064e+09,-9.736896e-01, -1.251223e-01
2.700064e+09,-9.698702e-01, -1.386917e-01
2.710064e+09,-9.779736e-01, -1.424829e-01
2.720064e+09,-9.596502e-01, -1.569635e-01
2.730064e+09,-9.667391e-01, -1.746041e-01
2.740063e+09,-9.705606e-01, -1.768319e-01
2.750063e+09,-9.605706e-01, -1.959321e-01
2.760063e+09,-9.557016e-01, -2.216445e-01
2.770063e+09,-9.528126e-01, -2.138789e-01
2.780063e+09,-9.538301e-01, -2.279577e-01
2.790063e+09,-9.519356e-01, -2.429019e-01
2.800063e+09,-9.459303e-01, -2.573629e-01
2.810063e+09,-9.386434e-01, -2.652723e-01
2.820062e+09,-9.320648e-01, -2.839356e-01
2.830062e+09,-9.360518e-01, -2.834713e-01
2.840062e+09,-9.321490e-01, -2.893323e-01
2.850062e+09,-9.068978e-01, -3.206630e-01
2.860062e+09,-9.191524e-01, -3.149912e-01
2.870062e+09,-9.097036e-01, -3.330064e-01
2.880062e+09,-9.054588e-01, -3.433862e-01
2.890061e+09,-9.073252e-01, -3.489683e-01
2.900061e+09,-8.957316e-01, -3.643257e-01
2.910061e+09,-8.870337e-01, -3.775921e-01
2.920061e+09,-8.867800e-01, -3.862024e-01
2.930061e+09,-8.902046e-01, -3.889998e-01
2.940061e+09,-8.763133e-01, -4.031540e-01
2.950061e+09,-8.742557e-01, -4.093727e-01
2.960061e+09,-8.640759e-01, -4.254995e-01
2.970060e+09,-8.510334e-01, -4.394019e-01
2.980060e+09,-8.487857e-01, -4.473770e-01
2.990060e+09,-8.474356e-01, -4.568175e-01
3.000060e+09,-8.350800e-01, -4.673439e-01
3.010060e+09,-8.306268e-01, -4.772826e-01
3.020060e+09,-8.378982e-01, -4.872538e-01
3.030060e+09,-8.226538e-01, -4.964365e-01
3.040059e+09,-8.182936e-01, -5.058598e-01
3.050059e+09,-7.977359e-01, -5.107300e-01
3.060059e+09,-7.997458e-01, -5.241856e-01
3.070059e+09,-7.980732e-01, -5.373933e-01
3.080059e+09,-7.962483e-01, -5.499863e-01
3.090059e+09,-7.879912e-01, -5.568263e-01
3.100059e+09,-7.773392e-01, -5.642997e-01
3.110059e+09,-7.753298e-01, -5.801930e-01
3.120058e+09,-7.651940e-01, -5.825682e-01
3.130058e+09,-7.575171e-01, -6.052886e-01
3.140058e+09,-7.485734e-01, -6.051261e-01
3.150058e+09,-7.364697e-01, -6.137514e-01
3.160058e+09,-7.295434e-01, -6.106632e-01
3.170058e+09,-7.199347e-01, -6.428980e-01
3.180058e+09,-7.135286e-01, -6.408535e-01
3.190057e+09,-7.006669e-01, -6.404019e-01
3.200057e+09,-7.007236e-01, -6.556859e-01
3.210057e+09,-6.808565e-01, -6.717462e-01
3.220057e+09,-6.740868e-01, -6.688723e-01
3.230057e+09,-6.707738e-01, -6.769300e-01
3.240057e+09,-6.700069e-01, -6.838077e-01
3.250057e+09,-6.523118e-01, -6.985314e-01
3.260057e+09,-6.352997e-01, -7.187018e-01
3.270056e+09,-6.210386e-01, -7.293205e-01
3.280056e+09,-6.313116e-01, -7.248784e-01
3.290056e+09,-6.108854e-01, -7.324015e-01
3.300056e+09,-5.931122e-01, -7.408828e-01
3.310056e+09,-5.902936e-01, -7.463546e-01
3.320056e+09,-5.892891e-01, -7.613961e-01
3.330056e+09,-5.791266e-01, -7.638944e-01
3.340055e+09,-5.767221e-01, -7.714071e-01
3.350055e+09,-5.581302e-01, -7.802277e-01
3.360055e+09,-5.552762e-01, -7.828510e-01
3.370055e+09,-5.390152e-01, -7.968672e-01
3.380055e+09,-5.117639e-01, -7.931974e-01
3.390055e+09,-5.105133e-01, -7.972413e-01
3.400055e+09,-5.050294e-01, -8.186787e-01
3.410055e+09,-4.995499e-01, -8.192821e-01
3.420054e+09,-4.782905e-01, -8.246298e-01
3.430054e+09,-4.765248e-01, -8.291573e-01
3.440054e+09,-4.722194e-01, -8.410373e-01
3.450054e+09,-4.483346e-01, -8.360905e-01
3.460054e+09,-4.406831e-01, -8.441119e-01
3.470054e+09,-4.294774e-01, -8.524520e-01
3.480054e+09,-4.148755e-01, -8.516156e-01
3.490053e+09,-4.065260e-01, -8.547847e-01
3.500053e+09,-3.985829e-01, -8.695725e-01
3.510053e+09,-3.867557e-01, -8.808223e-01
3.520053e+09,-3.792651e-01, -8.800217e-01
3.530053e+09,-3.652416e-01, -8.686886e-01
3.540053e+09,-3.532941e-01, -8.855215e-01
3.550053e+09,-3.439327e-01, -8.804068e-01
3.560053e+09,-3.340178e-01, -8.866796e-01
3.570052e+09,-3.228527e-01, -8.991706e-01
3.580052e+09,-3.121064e-01, -8.932103e-01
3.590052e+09,-3.041859e-01, -8.976495e-01
3.600052e+09,-2.914683e-01, -9.038365e-01
3.610052e+09,-2.801488e-01, -9.069185e-01
3.620052e+09,-2.675242e-01, -9.102176e-01
3.630052e+09,-2.674711e-01, -9.095320e-01
3.640051e+09,-2.553378e-01, -9.141134e-01
3.650051e+09,-2.360854e-01, -9.203156e-01
3.660051e+09,-2.406296e-01, -9.168528e-01
3.670051e+09,-2.172941e-01, -9.241916e-01
3.680051e+09,-2.038092e-01, -9.280600e-01
3.690051e+09,-1.896017e-01, -9.307023e-01
3.700051e+09,-1.749533e-01, -9.326318e-01
3.710051e+09,-1.739280e-01, -9.337638e-01
3.720050e+09,-1.688478e-01, -9.430876e-01
3.730050e+09,-1.414721e-01, -9.404798e-01
3.740050e+09,-1.337874e-01, -9.393941e-01
3.750050e+09,-1.254793e-01, -9.465336e-01
3.760050e+09,-1.111292e-01, -9.485513e-01
3.770050e+09,-1.084126e-01, -9.589615e-01
3.780050e+09,-9.810568e-02, -9.538021e-01
3.790049e+09,-9.025545e-02, -9.606538e-01
3.800049e+09,-7.741857e-02, -9.663797e-01
3.810049e+09,-6.828437e-02, -9.540896e-01
3.820049e+09,-5.109065e-02, -9.627872e-01
3.830049e+09,-4.038998e-02, -9.594363e-01
3.840049e+09,-2.239385e-02, -9.637791e-01
3.850049e+09,-1.428416e-02, -9.749453e-01
3.860049e+09,3.172707e-03, -9.612862e-01
3.870048e+09,9.905756e-03, -9.620986e-01
3.880048e+09,2.159438e-02, -9.694516e-01
3.890048e+09,4.433813e-02, -9.644661e-01
3.900048e+09,4.882443e-02, -9.765847e-01
3.910048e+09,5.055725e-02, -9.613268e-01
3.920048e+09,6.380686e-02, -9.795577e-01
3.930048e+09,9.120507e-02, -9.769278e-01
3.940047e+09,1.035713e-01, -9.701650e-01
3.950047e+09,1.097205e-01, -9.794023e-01
3.960047e+09,1.398079e-01, -9.568324e-01
3.970047e+09,1.326584e-01, -9.643096e-01
3.980047e+09,1.504264e-01, -9.679176e-01
3.990047e+09,1.727106e-01, -9.636298e-01
4.000047e+09,1.676033e-01, -9.683682e-01
4.010047e+09,1.771928e-01, -9.685617e-01
4.020046e+09,2.003375e-01, -9.527289e-01
4.030046e+09,2.104050e-01, -9.455810e-01
4.040046e+09,2.375881e-01, -9.451224e-01
4.050046e+09,2.434395e-01, -9.319614e-01
4.060046e+09,2.490234e-01, -9.429892e-01
4.070046e+09,2.535718e-01, -9.449406e-01
4.080046e+09,2.762174e-01, -9.323128e-01
4.090045e+09,2.899763e-01, -9.303972e-01
4.100045e+09,2.973213e-01, -9.422941e-01
4.110045e+09,3.063146e-01, -9.421292e-01
4.120045e+09,3.210587e-01, -9.127060e-01
4.130045e+09,3.301643e-01, -9.279550e-01
4.140045e+09,3.418569e-01, -9.151225e-01
4.150045e+09,3.545117e-01, -9.045352e-01
4.160045e+09,3.683437e-01, -9.074068e-01
4.170044e+09,3.811549e-01, -8.998892e-01
4.180044e+09,3.871599e-01, -8.949665e-01
4.190044e+09,4.021028e-01, -8.966258e-01
4.200044e+09,4.141124e-01, -8.972487e-01
4.210044e+09,4.227195e-01, -8.873455e-01
4.220044e+09,4.351508e-01, -8.849860e-01
4.230044e+09,4.452077e-01, -8.754405e-01
4.240043e+09,4.581601e-01, -8.762382e-01
4.250043e+09,4.618721e-01, -8.615346e-01
4.260043e+09,4.750683e-01, -8.599846e-01
4.270043e+09,4.857846e-01, -8.550457e-01
4.280043e+09,4.933718e-01, -8.475696e-01
4.290043e+09,5.093745e-01, -8.476248e-01
4.300043e+09,5.106140e-01, -8.382854e-01
4.310043e+09,5.253348e-01, -8.344147e-01
4.320042e+09,5.344411e-01, -8.284150e-01
4.330042e+09,5.453402e-01, -8.238507e-01
4.340042e+09,5.511927e-01, -8.172543e-01
4.350042e+09,5.663827e-01, -8.103542e-01
4.360042e+09,5.705001e-01, -8.067761e-01
4.370042e+09,5.801061e-01, -8.010803e-01
4.380042e+09,5.979255e-01, -7.947072e-01
4.390041e+09,5.971229e-01, -7.864826e-01
4.400041e+09,6.141114e-01, -7.847825e-01
4.410041e+09,6.239477e-01, -7.767229e-01
4.420041e+09,6.289394e-01, -7.691982e-01
4.430041e+09,6.473074e-01, -7.629622e-01
4.440041e+09,6.497390e-01, -7.583272e-01
4.450041e+09,6.709222e-01, -7.513185e-01
4.460041e+09,6.652631e-01, -7.440938e-01
4.470040e+09,6.793489e-01, -7.381929e-01
4.480040e+09,6.964215e-01, -7.311401e-01
4.490040e+09,7.099234e-01, -7.235905e-01
4.500040e+09,7.162808e-01, -7.177510e-01
4.510040e+09,7.259966e-01, -7.075993e-01
4.520040e+09,7.266141e-01, -7.020177e-01
4.530040e+09,7.348219e-01, -6.970447e-01
4.540039e+09,7.394094e-01, -6.908175e-01
4.550039e+09,7.598718e-01, -6.762654e-01
4.560039e+09,7.683069e-01, -6.696721e-01
4.570039e+09,7.676504e-01, -6.672775e-01
4.580039e+09,7.858334e-01, -6.517557e-01
4.590039e+09,8.060173e-01, -6.327206e-01
4.600039e+09,8.070524e-01, -6.323627e-01
4.610039e+09,8.182203e-01, -6.198208e-01
4.620038e+09,8.143176e-01, -6.268585e-01
4.630038e+09,8.360452e-01, -5.984347e-01
4.640038e+09,8.456019e-01, -5.861370e-01
4.650038e+09,8.495464e-01, -5.846313e-01
4.660038e+09,8.660048e-01, -5.544069e-01
4.670038e+09,8.686106e-01, -5.566558e-01
4.680038e+09,8.776263e-01, -5.424379e-01
4.690037e+09,8.810464e-01, -5.509928e-01
4.700037e+09,8.889682e-01, -5.304836e-01
4.710037e+09,8.973962e-01, -5.066227e-01
4.720037e+09,9.054974e-01, -5.024650e-01
4.730037e+09,9.087780e-01, -5.044049e-01
4.740037e+09,9.146734e-01, -4.805550e-01
4.750037e+09,9.233406e-01, -4.655750e-01
4.760037e+09,9.232745e-01, -4.322346e-01
4.770036e+09,9.343691e-01, -4.516769e-01
4.780036e+09,9.386163e-01, -4.352378e-01
4.790036e+09,9.433024e-01, -4.269740e-01
4.800036e+09,9.500287e-01, -4.067288e-01
4.810036e+09,9.491543e-01, -3.909431e-01
4.820036e+09,9.643543e-01, -3.927730e-01
4.830036e+09,9.615077e-01, -3.717193e-01
4.840035e+09,9.650656e-01, -3.566339e-01
4.850035e+09,9.697747e-01, -3.484019e-01
4.860035e+09,9.815315e-01, -3.524404e-01
4.870035e+09,9.746130e-01, -3.221577e-01
4.880035e+09,9.887682e-01, -3.172776e-01
4.890035e+09,9.886616e-01, -3.032563e-01
4.900035e+09,9.890757e-01, -2.901145e-01
4.910035e+09,9.983739e-01, -2.832733e-01
4.920034e+09,1.000154e+00, -2.675344e-01
4.930034e+09,1.005589e+00, -2.621050e-01
4.940034e+09,1.005287e+00, -2.484605e-01
4.950034e+09,1.007610e+00, -2.334444e-01
4.960034e+09,1.006446e+00, -2.175810e-01
4.970034e+09,1.018645e+00, -2.118232e-01
4.980034e+09,1.012780e+00, -1.958396e-01
4.990033e+09,1.021241e+00, -1.874848e-01
5.000033e+09,1.028002e+00, -1.765130e-01
5.010033e+09,1.017917e+00, -1.605712e-01
5.020033e+09,1.026338e+00, -1.511291e-01
5.030033e+09,1.024138e+00, -1.393751e-01
5.040033e+09,1.029128e+00, -1.265480e-01
5.050033e+09,1.030809e+00, -1.159710e-01
5.060033e+09,1.037000e+00, -1.036561e-01
5.070032e+09,1.027658e+00, -9.413912e-02
5.080032e+09,1.035930e+00, -8.090832e-02
5.090032e+09,1.030231e+00, -7.019834e-02
5.100032e+09,1.044612e+00, -5.296373e-02
5.110032e+09,1.042009e+00, -4.181627e-02
5.120032e+09,1.052360e+00, -2.980455e-02
5.130032e+09,1.047900e+00, -2.230247e-02
5.140031e+09,1.047067e+00, -7.040611e-03
5.150031e+09,1.052763e+00, 8.578078e-03
5.160031e+09,1.047686e+00, 1.925208e-02
5.170031e+09,1.055514e+00, 3.451636e-02
5.180031e+09,1.052908e+00, 3.991263e-02
5.190031e+09,1.054178e+00, 6.020452e-02
5.200031e+09,1.054576e+00, 6.894050e-02
5.210031e+09,1.057951e+00, 7.792233e-02
5.220030e+09,1.053074e+00, 1.099725e-01
5.230030e+09,1.055617e+00, 1.162815e-01
5.240030e+09,1.052015e+00, 1.261150e-01
5.250030e+09,1.052127e+00, 1.388450e-01
5.260030e+09,1.048740e+00, 1.618500e-01
5.270030e+09,1.059046e+00, 1.491945e-01
5.280030e+09,1.052287e+00, 1.646955e-01
5.290029e+09,1.049302e+00, 1.822024e-01
5.300029e+09,1.050827e+00, 2.020774e-01
5.310029e+09,1.042705e+00, 2.156297e-01
5.320029e+09,1.043270e+00, 2.334454e-01
5.330029e+09,1.044782e+00, 2.490143e-01
5.340029e+09,1.033376e+00, 2.653968e-01
5.350029e+09,1.040801e+00, 2.635304e-01
5.360029e+09,1.051298e+00, 2.750902e-01
5.370028e+09,1.032933e+00, 3.036147e-01
5.380028e+09,1.036994e+00, 2.969887e-01
5.390028e+09,1.039980e+00, 3.346236e-01
5.400028e+09,1.021684e+00, 3.432164e-01
5.410028e+09,1.021953e+00, 3.577249e-01
