Machine Module SVA1075X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+7.500000000E+09
6.500913e+08,-7.180637e-01, -7.350954e-01
6.600912e+08,-7.000180e-01, -7.387548e-01
6.700911e+08,-6.894143e-01, -7.475919e-01
6.800909e+08,-6.812366e-01, -7.499262e-01
6.900908e+08,-6.719164e-01, -7.674687e-01
7.000907e+08,-6.604528e-01, -7.585310e-01
7.100905e+08,-6.462748e-01, -7.808006e-01
7.200904e+08,-6.431723e-01, -7.834358e-01
7.300903e+08,-6.221869e-01, -7.885534e-01
7.400901e+08,-6.170305e-01, -7.965534e-01
7.500900e+08,-6.042966e-01, -8.097077e-01
7.600899e+08,-5.934326e-01, -8.120375e-01
7.700897e+08,-5.839605e-01, -8.217151e-01
7.800896e+08,-5.776995e-01, -8.297045e-01
7.900895e+08,-5.542865e-01, -8.421820e-01
8.000893e+08,-5.536899e-01, -8.410372e-01
8.100892e+08,-5.394278e-01, -8.580253e-01
8.200891e+08,-5.329397e-01, -8.528635e-01
8.300889e+08,-5.296487e-01, -8.625187e-01
8.400888e+08,-5.141182e-01, -8.716196e-01
8.500887e+08,-5.018594e-01, -8.879881e-01
8.600885e+08,-4.997351e-01, -8.803521e-01
8.700884e+08,-4.894653e-01, -8.864764e-01
8.800883e+08,-4.747352e-01, -8.996027e-01
8.900881e+08,-4.646191e-01, -9.090929e-01
9.000880e+08,-4.429398e-01, -9.197235e-01
9.100879e+08,-4.441917e-01, -9.184042e-01
9.200877e+08,-4.504859e-01, -9.057782e-01
9.300876e+08,-4.206823e-01, -9.272401e-01
9.400875e+08,-4.122446e-01, -9.297937e-01
9.500873e+08,-4.028410e-01, -9.330794e-01
9.600872e+08,-3.992812e-01, -9.343381e-01
9.700871e+08,-3.833233e-01, -9.415883e-01
9.800869e+08,-3.682754e-01, -9.472495e-01
9.900868e+08,-3.450225e-01, -9.537627e-01
1.000087e+09,-3.344702e-01, -9.575906e-01
1.010087e+09,-3.397237e-01, -9.599065e-01
1.020086e+09,-3.299709e-01, -9.642811e-01
1.030086e+09,-3.039218e-01, -9.649428e-01
1.040086e+09,-3.037805e-01, -9.729736e-01
1.050086e+09,-2.797659e-01, -9.699650e-01
1.060086e+09,-2.826237e-01, -9.803144e-01
1.070086e+09,-2.588238e-01, -9.788871e-01
1.080086e+09,-2.466640e-01, -9.853136e-01
1.090085e+09,-2.499978e-01, -9.909561e-01
1.100085e+09,-2.390132e-01, -9.967067e-01
1.110085e+09,-2.234148e-01, -9.978446e-01
1.120085e+09,-2.120908e-01, -1.000876e+00
1.130085e+09,-2.099439e-01, -1.010126e+00
1.140085e+09,-1.894381e-01, -1.003847e+00
1.150085e+09,-1.842595e-01, -1.006495e+00
1.160085e+09,-1.651999e-01, -1.003320e+00
1.170084e+09,-1.482052e-01, -1.009483e+00
1.180084e+09,-1.439530e-01, -1.015509e+00
1.190084e+09,-1.289225e-01, -1.018197e+00
1.200084e+09,-1.149701e-01, -1.019083e+00
1.210084e+09,-1.022964e-01, -1.020078e+00
1.220084e+09,-9.377732e-02, -1.024096e+00
1.230084e+09,-7.844478e-02, -1.041924e+00
1.240083e+09,-6.396226e-02, -1.024040e+00
1.250083e+09,-5.554784e-02, -1.018700e+00
1.260083e+09,-4.283570e-02, -1.020630e+00
1.270083e+09,-3.570936e-02, -1.025496e+00
1.280083e+09,-1.574805e-02, -1.022823e+00
1.290083e+09,3.529028e-03, -1.032268e+00
1.300083e+09,7.953218e-03, -1.023850e+00
1.310083e+09,1.414657e-02, -1.027633e+00
1.320082e+09,2.785152e-02, -1.031095e+00
1.330082e+09,3.931619e-02, -1.030420e+00
1.340082e+09,6.247721e-02, -1.035234e+00
1.350082e+09,8.150976e-02, -1.030713e+00
1.360082e+09,8.905952e-02, -1.029236e+00
1.370082e+09,9.765841e-02, -1.029428e+00
1.380082e+09,1.205090e-01, -1.025768e+00
1.390081e+09,1.181839e-01, -1.028522e+00
1.400081e+09,1.304955e-01, -1.022552e+00
1.410081e+09,1.480779e-01, -1.029311e+00
1.420081e+09,1.611093e-01, -1.021406e+00
1.430081e+09,1.660466e-01, -1.022515e+00
1.440081e+09,1.765388e-01, -1.017014e+00
1.450081e+09,1.911747e-01, -1.018998e+00
1.460081e+09,2.013256e-01, -1.005976e+00
1.470080e+09,2.104933e-01, -1.005059e+00
1.480080e+09,2.248948e-01, -1.007132e+00
1.490080e+09,2.412268e-01, -9.962906e-01
1.500080e+09,2.471285e-01, -9.936589e-01
1.510080e+09,2.640157e-01, -9.902799e-01
1.520080e+09,2.690884e-01, -9.873865e-01
1.530080e+09,2.805039e-01, -9.856126e-01
1.540079e+09,3.016868e-01, -9.834543e-01
1.550079e+09,3.167281e-01, -9.826030e-01
1.560079e+09,3.244042e-01, -9.752672e-01
1.570079e+09,3.404292e-01, -9.678357e-01
1.580079e+09,3.382537e-01, -9.652384e-01
1.590079e+09,3.493957e-01, -9.558120e-01
1.600079e+09,3.614829e-01, -9.603568e-01
1.610079e+09,3.779665e-01, -9.538507e-01
1.620078e+09,3.922191e-01, -9.547361e-01
1.630078e+09,4.032300e-01, -9.395637e-01
1.640078e+09,4.058586e-01, -9.417579e-01
1.650078e+09,4.118417e-01, -9.415076e-01
1.660078e+09,4.392725e-01, -9.228845e-01
1.670078e+09,4.456373e-01, -9.182065e-01
1.680078e+09,4.578933e-01, -9.172632e-01
1.690077e+09,4.648905e-01, -9.093571e-01
1.700077e+09,4.748272e-01, -9.060042e-01
1.710077e+09,4.833412e-01, -9.020223e-01
1.720077e+09,5.030257e-01, -8.920593e-01
1.730077e+09,5.034827e-01, -8.892517e-01
1.740077e+09,5.069927e-01, -8.902837e-01
1.750077e+09,5.238018e-01, -8.847678e-01
1.760077e+09,5.342030e-01, -8.774078e-01
1.770076e+09,5.416843e-01, -8.765489e-01
1.780076e+09,5.574896e-01, -8.563933e-01
1.790076e+09,5.685436e-01, -8.497256e-01
1.800076e+09,5.788608e-01, -8.499708e-01
1.810076e+09,5.979828e-01, -8.264356e-01
1.820076e+09,5.960448e-01, -8.413823e-01
1.830076e+09,6.078068e-01, -8.305285e-01
1.840075e+09,6.160962e-01, -8.324532e-01
1.850075e+09,6.312775e-01, -8.031955e-01
1.860075e+09,6.365095e-01, -8.034290e-01
1.870075e+09,6.503574e-01, -7.981889e-01
1.880075e+09,6.618775e-01, -7.965924e-01
1.890075e+09,6.645228e-01, -7.902448e-01
1.900075e+09,6.752932e-01, -7.667738e-01
1.910075e+09,6.907574e-01, -7.634069e-01
1.920074e+09,6.947790e-01, -7.659054e-01
1.930074e+09,7.089624e-01, -7.526581e-01
1.940074e+09,7.135184e-01, -7.415121e-01
1.950074e+09,7.257686e-01, -7.350021e-01
1.960074e+09,7.360706e-01, -7.278282e-01
1.970074e+09,7.451795e-01, -7.099810e-01
1.980074e+09,7.521355e-01, -7.000620e-01
1.990073e+09,7.620529e-01, -7.040640e-01
2.000073e+09,7.673069e-01, -6.821237e-01
2.010073e+09,7.742686e-01, -6.737108e-01
2.020073e+09,7.762095e-01, -6.614831e-01
2.030073e+09,7.902627e-01, -6.532744e-01
2.040073e+09,7.990060e-01, -6.361810e-01
2.050073e+09,8.077786e-01, -6.217473e-01
2.060073e+09,8.069501e-01, -6.180678e-01
2.070072e+09,8.168884e-01, -6.109488e-01
2.080072e+09,8.219204e-01, -5.955701e-01
2.090072e+09,8.288915e-01, -5.861814e-01
2.100072e+09,8.359746e-01, -5.783441e-01
2.110072e+09,8.431343e-01, -5.667920e-01
2.120072e+09,8.517960e-01, -5.595305e-01
2.130072e+09,8.586423e-01, -5.471989e-01
2.140071e+09,8.620912e-01, -5.350854e-01
2.150071e+09,8.689180e-01, -5.315459e-01
2.160071e+09,8.737932e-01, -5.181499e-01
2.170071e+09,8.829152e-01, -5.102623e-01
2.180071e+09,8.886525e-01, -4.904966e-01
2.190071e+09,8.907285e-01, -4.827546e-01
2.200071e+09,8.930815e-01, -4.715320e-01
2.210071e+09,8.990830e-01, -4.652450e-01
2.220070e+09,9.061508e-01, -4.520708e-01
2.230070e+09,9.113223e-01, -4.382667e-01
2.240070e+09,9.113622e-01, -4.267324e-01
2.250070e+09,9.161642e-01, -4.225264e-01
2.260070e+09,9.197930e-01, -4.117056e-01
2.270070e+09,9.288540e-01, -3.862448e-01
2.280070e+09,9.365900e-01, -3.750013e-01
2.290069e+09,9.343545e-01, -3.699962e-01
2.300069e+09,9.407890e-01, -3.529165e-01
2.310069e+09,9.403113e-01, -3.569693e-01
2.320069e+09,9.453109e-01, -3.393599e-01
2.330069e+09,9.496473e-01, -3.248417e-01
2.340069e+09,9.523182e-01, -3.092899e-01
2.350069e+09,9.551441e-01, -3.072003e-01
2.360069e+09,9.601001e-01, -2.950324e-01
2.370068e+09,9.630325e-01, -2.750443e-01
2.380068e+09,9.669994e-01, -2.760011e-01
2.390068e+09,9.690462e-01, -2.571965e-01
2.400068e+09,9.670515e-01, -2.404645e-01
2.410068e+09,9.740958e-01, -2.326142e-01
2.420068e+09,9.757441e-01, -2.237969e-01
2.430068e+09,9.796873e-01, -2.155131e-01
2.440067e+09,9.787562e-01, -1.930542e-01
2.450067e+09,9.752931e-01, -1.896194e-01
2.460067e+09,9.958124e-01, -1.847386e-01
2.470067e+09,9.877521e-01, -1.642885e-01
2.480067e+09,9.864087e-01, -1.463034e-01
2.490067e+09,9.916832e-01, -1.391585e-01
2.500067e+09,9.840054e-01, -1.223657e-01
2.510067e+09,9.851730e-01, -1.121749e-01
2.520066e+09,9.991035e-01, -9.687763e-02
2.530066e+09,9.833672e-01, -8.626474e-02
2.540066e+09,9.899392e-01, -6.864164e-02
2.550066e+09,9.922910e-01, -6.620501e-02
2.560066e+09,9.942495e-01, -4.734352e-02
2.570066e+09,9.897722e-01, -3.912770e-02
2.580066e+09,9.918216e-01, -2.900866e-02
2.590065e+09,9.976932e-01, -6.735328e-03
2.600065e+09,9.895836e-01, 2.883163e-03
2.610065e+09,9.908504e-01, 1.387320e-02
2.620065e+09,9.833781e-01, 1.585308e-02
2.630065e+09,9.874426e-01, 3.674924e-02
2.640065e+09,9.897571e-01, 4.609176e-02
2.650065e+09,9.851239e-01, 7.301680e-02
2.660065e+09,9.819930e-01, 7.041726e-02
2.670064e+09,9.858198e-01, 9.920100e-02
2.680064e+09,9.734252e-01, 1.007043e-01
2.690064e+09,9.804066e-01, 1.128409e-01
2.700064e+09,9.700873e-01, 1.342379e-01
2.710064e+09,9.779681e-01, 1.397920e-01
2.720064e+09,9.627160e-01, 1.475747e-01
2.730064e+09,9.659381e-01, 1.683015e-01
2.740063e+09,9.702950e-01, 1.703387e-01
2.750063e+09,9.592124e-01, 1.856918e-01
2.760063e+09,9.589150e-01, 2.156676e-01
2.770063e+09,9.539534e-01, 2.077718e-01
2.780063e+09,9.513615e-01, 2.211858e-01
2.790063e+09,9.529805e-01, 2.364884e-01
2.800063e+09,9.470108e-01, 2.509082e-01
2.810063e+09,9.419521e-01, 2.651166e-01
2.820062e+09,9.328086e-01, 2.734870e-01
2.830062e+09,9.339553e-01, 2.796410e-01
2.840062e+09,9.327520e-01, 2.833763e-01
2.850062e+09,9.176187e-01, 3.178823e-01
2.860062e+09,9.227412e-01, 3.146250e-01
2.870062e+09,9.095269e-01, 3.229965e-01
2.880062e+09,9.075966e-01, 3.336608e-01
2.890061e+09,9.074977e-01, 3.356288e-01
2.900061e+09,8.975965e-01, 3.545637e-01
2.910061e+09,8.902575e-01, 3.725615e-01
2.920061e+09,8.868149e-01, 3.800850e-01
2.930061e+09,8.916033e-01, 3.802497e-01
2.940061e+09,8.819030e-01, 3.917635e-01
2.950061e+09,8.752820e-01, 4.103713e-01
2.960061e+09,8.671945e-01, 4.192993e-01
2.970060e+09,8.542471e-01, 4.315867e-01
2.980060e+09,8.548448e-01, 4.364412e-01
2.990060e+09,8.548319e-01, 4.446829e-01
3.000060e+09,8.320469e-01, 4.661609e-01
3.010060e+09,8.391475e-01, 4.664518e-01
3.020060e+09,8.343698e-01, 4.826233e-01
3.030060e+09,8.366832e-01, 4.861304e-01
3.040059e+09,8.214640e-01, 5.017317e-01
3.050059e+09,8.044549e-01, 5.068235e-01
3.060059e+09,8.145752e-01, 5.147286e-01
3.070059e+09,7.950009e-01, 5.327019e-01
3.080059e+09,8.013277e-01, 5.433161e-01
3.090059e+09,7.990944e-01, 5.514810e-01
3.100059e+09,7.893852e-01, 5.612789e-01
3.110059e+09,7.876472e-01, 5.728947e-01
3.120058e+09,7.614023e-01, 5.769377e-01
3.130058e+09,7.590121e-01, 5.917276e-01
3.140058e+09,7.537523e-01, 5.986213e-01
3.150058e+09,7.379914e-01, 5.995727e-01
3.160058e+09,7.332048e-01, 6.103053e-01
3.170058e+09,7.244571e-01, 6.257185e-01
3.180058e+09,7.237375e-01, 6.389298e-01
3.190057e+09,7.032633e-01, 6.346041e-01
3.200057e+09,7.049394e-01, 6.504092e-01
3.210057e+09,6.888107e-01, 6.639270e-01
3.220057e+09,6.790489e-01, 6.649058e-01
3.230057e+09,6.730851e-01, 6.743051e-01
3.240057e+09,6.683562e-01, 6.888117e-01
3.250057e+09,6.540774e-01, 6.909049e-01
3.260057e+09,6.429943e-01, 7.121159e-01
3.270056e+09,6.292949e-01, 7.187643e-01
3.280056e+09,6.333017e-01, 7.234645e-01
3.290056e+09,6.205694e-01, 7.238627e-01
3.300056e+09,6.049292e-01, 7.326651e-01
3.310056e+09,5.942840e-01, 7.427233e-01
3.320056e+09,5.942722e-01, 7.567969e-01
3.330056e+09,5.830329e-01, 7.597049e-01
3.340055e+09,5.878467e-01, 7.667022e-01
3.350055e+09,5.592593e-01, 7.766592e-01
3.360055e+09,5.553864e-01, 7.783821e-01
3.370055e+09,5.433400e-01, 7.942263e-01
3.380055e+09,5.146061e-01, 7.858613e-01
3.390055e+09,5.165576e-01, 7.959665e-01
3.400055e+09,5.123930e-01, 8.134980e-01
3.410055e+09,5.026867e-01, 8.161698e-01
3.420054e+09,4.783503e-01, 8.192379e-01
3.430054e+09,4.789854e-01, 8.229506e-01
3.440054e+09,4.719747e-01, 8.366557e-01
3.450054e+09,4.511375e-01, 8.275588e-01
3.460054e+09,4.498449e-01, 8.390873e-01
3.470054e+09,4.320802e-01, 8.537057e-01
3.480054e+09,4.231787e-01, 8.515905e-01
3.490053e+09,4.147500e-01, 8.458873e-01
3.500053e+09,4.014359e-01, 8.600214e-01
3.510053e+09,3.922625e-01, 8.751080e-01
3.520053e+09,3.844925e-01, 8.705494e-01
3.530053e+09,3.752097e-01, 8.653072e-01
3.540053e+09,3.567808e-01, 8.819256e-01
3.550053e+09,3.555688e-01, 8.772406e-01
3.560053e+09,3.414513e-01, 8.865060e-01
3.570052e+09,3.324619e-01, 8.928683e-01
3.580052e+09,3.118007e-01, 8.918174e-01
3.590052e+09,3.036637e-01, 8.955857e-01
3.600052e+09,2.928528e-01, 9.002073e-01
3.610052e+09,2.839875e-01, 9.033851e-01
3.620052e+09,2.737349e-01, 9.059647e-01
3.630052e+09,2.742046e-01, 9.055418e-01
3.640051e+09,2.504851e-01, 9.104662e-01
3.650051e+09,2.455577e-01, 9.171372e-01
3.660051e+09,2.435627e-01, 9.127980e-01
3.670051e+09,2.218819e-01, 9.213445e-01
3.680051e+09,2.099176e-01, 9.253178e-01
3.690051e+09,2.044928e-01, 9.293138e-01
3.700051e+09,1.801686e-01, 9.295887e-01
3.710051e+09,1.750616e-01, 9.301269e-01
3.720050e+09,1.789224e-01, 9.412265e-01
3.730050e+09,1.447074e-01, 9.365609e-01
3.740050e+09,1.331953e-01, 9.342853e-01
3.750050e+09,1.361496e-01, 9.451975e-01
3.760050e+09,1.169223e-01, 9.473676e-01
3.770050e+09,1.148358e-01, 9.527466e-01
3.780050e+09,1.057707e-01, 9.568233e-01
3.790049e+09,9.862431e-02, 9.627599e-01
3.800049e+09,8.815651e-02, 9.664449e-01
3.810049e+09,7.167816e-02, 9.592370e-01
3.820049e+09,5.938009e-02, 9.671543e-01
3.830049e+09,4.734917e-02, 9.663443e-01
3.840049e+09,2.998170e-02, 9.608463e-01
3.850049e+09,2.285585e-02, 9.725207e-01
3.860049e+09,3.060265e-03, 9.620836e-01
3.870048e+09,-2.580929e-03, 9.650290e-01
3.880048e+09,-1.860542e-02, 9.701534e-01
3.890048e+09,-3.476105e-02, 9.662547e-01
3.900048e+09,-3.829693e-02, 9.735441e-01
3.910048e+09,-4.954448e-02, 9.609752e-01
3.920048e+09,-6.257559e-02, 9.815418e-01
3.930048e+09,-7.706462e-02, 9.767981e-01
3.940047e+09,-9.227564e-02, 9.707996e-01
3.950047e+09,-1.006496e-01, 9.802776e-01
3.960047e+09,-1.286604e-01, 9.589568e-01
3.970047e+09,-1.237775e-01, 9.647843e-01
3.980047e+09,-1.421246e-01, 9.686161e-01
3.990047e+09,-1.623192e-01, 9.650652e-01
4.000047e+09,-1.625259e-01, 9.673929e-01
4.010047e+09,-1.742723e-01, 9.634912e-01
4.020046e+09,-1.925975e-01, 9.520937e-01
4.030046e+09,-2.011248e-01, 9.480590e-01
4.040046e+09,-2.243524e-01, 9.494614e-01
4.050046e+09,-2.279833e-01, 9.367799e-01
4.060046e+09,-2.327550e-01, 9.429090e-01
4.070046e+09,-2.471745e-01, 9.434718e-01
4.080046e+09,-2.654842e-01, 9.304390e-01
4.090045e+09,-2.766612e-01, 9.290398e-01
4.100045e+09,-2.813041e-01, 9.367639e-01
4.110045e+09,-3.053368e-01, 9.352802e-01
4.120045e+09,-3.098055e-01, 9.214716e-01
4.130045e+09,-3.240125e-01, 9.274353e-01
4.140045e+09,-3.340602e-01, 9.181820e-01
4.150045e+09,-3.430115e-01, 9.058633e-01
4.160045e+09,-3.584513e-01, 9.067583e-01
4.170044e+09,-3.713589e-01, 9.009515e-01
4.180044e+09,-3.806363e-01, 8.978890e-01
4.190044e+09,-3.870643e-01, 9.015770e-01
4.200044e+09,-4.020666e-01, 8.994220e-01
4.210044e+09,-4.169115e-01, 8.927489e-01
4.220044e+09,-4.202473e-01, 8.847073e-01
4.230044e+09,-4.305367e-01, 8.807883e-01
4.240043e+09,-4.488330e-01, 8.792172e-01
4.250043e+09,-4.552700e-01, 8.665038e-01
4.260043e+09,-4.677334e-01, 8.627267e-01
4.270043e+09,-4.816860e-01, 8.551121e-01
4.280043e+09,-4.844953e-01, 8.527666e-01
4.290043e+09,-4.922891e-01, 8.590231e-01
4.300043e+09,-5.001903e-01, 8.439854e-01
4.310043e+09,-5.166523e-01, 8.369860e-01
4.320042e+09,-5.245822e-01, 8.325984e-01
4.330042e+09,-5.305394e-01, 8.364140e-01
4.340042e+09,-5.401335e-01, 8.236919e-01
4.350042e+09,-5.579344e-01, 8.129115e-01
4.360042e+09,-5.534026e-01, 8.276571e-01
4.370042e+09,-5.698105e-01, 8.110474e-01
4.380042e+09,-5.864972e-01, 8.040761e-01
4.390041e+09,-5.901524e-01, 7.958902e-01
4.400041e+09,-6.015290e-01, 7.872113e-01
4.410041e+09,-6.129869e-01, 7.923227e-01
4.420041e+09,-6.189232e-01, 7.776444e-01
4.430041e+09,-6.357928e-01, 7.621635e-01
4.440041e+09,-6.437742e-01, 7.633726e-01
4.450041e+09,-6.572210e-01, 7.556754e-01
4.460041e+09,-6.558105e-01, 7.509430e-01
4.470040e+09,-6.745866e-01, 7.452825e-01
4.480040e+09,-6.863069e-01, 7.409118e-01
4.490040e+09,-6.975938e-01, 7.347372e-01
4.500040e+09,-7.058773e-01, 7.262545e-01
4.510040e+09,-7.103043e-01, 7.107818e-01
4.520040e+09,-7.243077e-01, 7.068549e-01
4.530040e+09,-7.266952e-01, 6.999328e-01
4.540039e+09,-7.333209e-01, 7.000955e-01
4.550039e+09,-7.506637e-01, 6.867065e-01
4.560039e+09,-7.564342e-01, 6.790171e-01
4.570039e+09,-7.638485e-01, 6.728369e-01
4.580039e+09,-7.785852e-01, 6.618576e-01
4.590039e+09,-7.938902e-01, 6.466094e-01
4.600039e+09,-8.032831e-01, 6.379769e-01
4.610039e+09,-8.132147e-01, 6.266496e-01
4.620038e+09,-8.138834e-01, 6.258889e-01
4.630038e+09,-8.268710e-01, 6.108438e-01
4.640038e+09,-8.342357e-01, 6.023133e-01
4.650038e+09,-8.432917e-01, 5.906021e-01
4.660038e+09,-8.541340e-01, 5.767324e-01
4.670038e+09,-8.602245e-01, 5.636973e-01
4.680038e+09,-8.688066e-01, 5.603690e-01
4.690037e+09,-8.770266e-01, 5.532482e-01
4.700037e+09,-8.835520e-01, 5.413849e-01
4.710037e+09,-8.883210e-01, 5.185832e-01
4.720037e+09,-9.030613e-01, 5.098122e-01
4.730037e+09,-9.009670e-01, 5.143724e-01
4.740037e+09,-9.055018e-01, 5.021183e-01
4.750037e+09,-9.100017e-01, 4.801846e-01
4.760037e+09,-9.223762e-01, 4.540376e-01
4.770036e+09,-9.338100e-01, 4.588336e-01
4.780036e+09,-9.352023e-01, 4.456710e-01
4.790036e+09,-9.311854e-01, 4.400764e-01
4.800036e+09,-9.394062e-01, 4.218305e-01
4.810036e+09,-9.524302e-01, 4.020754e-01
4.820036e+09,-9.621048e-01, 3.896751e-01
4.830036e+09,-9.563714e-01, 3.796159e-01
4.840035e+09,-9.589968e-01, 3.669357e-01
4.850035e+09,-9.641770e-01, 3.593238e-01
4.860035e+09,-9.745353e-01, 3.695368e-01
4.870035e+09,-9.777826e-01, 3.338710e-01
4.880035e+09,-9.803132e-01, 3.312918e-01
4.890035e+09,-9.854183e-01, 3.142383e-01
4.900035e+09,-9.863175e-01, 3.002456e-01
4.910035e+09,-9.971701e-01, 2.849607e-01
4.920034e+09,-9.938039e-01, 2.874614e-01
4.930034e+09,-1.002865e+00, 2.749588e-01
4.940034e+09,-1.002071e+00, 2.621559e-01
4.950034e+09,-1.003867e+00, 2.505561e-01
4.960034e+09,-1.003961e+00, 2.448715e-01
4.970034e+09,-1.014668e+00, 2.180338e-01
4.980034e+09,-1.009936e+00, 2.123619e-01
4.990033e+09,-1.017747e+00, 2.051327e-01
5.000033e+09,-1.024339e+00, 1.889554e-01
5.010033e+09,-1.016198e+00, 1.726865e-01
5.020033e+09,-1.025246e+00, 1.687002e-01
5.030033e+09,-1.026720e+00, 1.564965e-01
5.040033e+09,-1.032875e+00, 1.488622e-01
5.050033e+09,-1.030224e+00, 1.334973e-01
5.060033e+09,-1.039278e+00, 1.269047e-01
5.070032e+09,-1.028027e+00, 1.091259e-01
5.080032e+09,-1.035237e+00, 1.019876e-01
5.090032e+09,-1.031434e+00, 8.799982e-02
5.100032e+09,-1.040141e+00, 7.312275e-02
5.110032e+09,-1.054873e+00, 7.002337e-02
5.120032e+09,-1.046390e+00, 4.242179e-02
5.130032e+09,-1.041741e+00, 3.212067e-02
5.140031e+09,-1.051927e+00, 1.733227e-02
5.150031e+09,-1.051911e+00, 7.377613e-03
5.160031e+09,-1.048145e+00, -2.796626e-03
5.170031e+09,-1.061135e+00, -1.505534e-02
5.180031e+09,-1.052777e+00, -2.921172e-02
5.190031e+09,-1.052673e+00, -3.482153e-02
5.200031e+09,-1.062324e+00, -5.116711e-02
5.210031e+09,-1.059715e+00, -5.965172e-02
5.220030e+09,-1.047704e+00, -9.496704e-02
5.230030e+09,-1.061495e+00, -9.803298e-02
5.240030e+09,-1.051377e+00, -1.076378e-01
5.250030e+09,-1.055142e+00, -1.232850e-01
5.260030e+09,-1.051773e+00, -1.417986e-01
5.270030e+09,-1.058302e+00, -1.429788e-01
5.280030e+09,-1.049210e+00, -1.668474e-01
5.290029e+09,-1.052487e+00, -1.660944e-01
5.300029e+09,-1.046872e+00, -1.982774e-01
5.310029e+09,-1.044987e+00, -2.035137e-01
5.320029e+09,-1.041122e+00, -2.259024e-01
5.330029e+09,-1.051474e+00, -2.349593e-01
5.340029e+09,-1.045154e+00, -2.452907e-01
5.350029e+09,-1.037135e+00, -2.536439e-01
5.360029e+09,-1.047057e+00, -2.674545e-01
5.370028e+09,-1.038749e+00, -2.899863e-01
5.380028e+09,-1.025737e+00, -2.878606e-01
5.390028e+09,-1.043246e+00, -3.243971e-01
5.400028e+09,-1.023258e+00, -3.313847e-01
