Machine Module SVA1075X
Trace Name,Trace A
5.137463e+09,-4.179738e+01
5.174962e+09,-3.971134e+01
5.212461e+09,-3.965097e+01
5.249960e+09,-4.628603e+01
5.287459e+09,-3.857000e+01
5.324958e+09,-4.542669e+01
5.362457e+09,-4.382212e+01
5.399956e+09,-4.559455e+01
5.437455e+09,-4.452733e+01
5.474954e+09,-4.158915e+01
5.512453e+09,-3.982737e+01
5.549952e+09,-4.726063e+01
5.587451e+09,-4.231089e+01
5.624950e+09,-4.167648e+01
5.662449e+09,-4.268810e+01
5.699948e+09,-4.071629e+01
5.737447e+09,-4.102359e+01
5.774946e+09,-4.404847e+01
5.812445e+09,-3.828233e+01
5.849944e+09,-4.041219e+01
5.887443e+09,-3.924796e+01
5.924942e+09,-4.013606e+01
5.962441e+09,-4.106105e+01
5.999940e+09,-3.597685e+01
6.037439e+09,-4.404587e+01
6.074938e+09,-4.024650e+01
6.112437e+09,-3.915632e+01
6.149936e+09,-4.080706e+01
6.187435e+09,-3.856620e+01
6.224934e+09,-3.988688e+01
6.262433e+09,-3.927605e+01
6.299932e+09,-3.994763e+01
6.337431e+09,-4.529723e+01
6.374930e+09,-4.377421e+01
6.412429e+09,-4.542741e+01
6.449928e+09,-4.883691e+01
6.487427e+09,-4.186417e+01
6.524926e+09,-4.872101e+01
6.562425e+09,-6.128259e+01
6.599924e+09,-4.576618e+01
6.637423e+09,-5.835023e+01
6.674922e+09,-5.365448e+01
6.712421e+09,-5.218915e+01
6.749920e+09,-5.254881e+01
6.787419e+09,-4.396580e+01
6.824918e+09,-4.929663e+01
6.862417e+09,-3.683391e+01
6.899916e+09,-5.283301e+01
6.937415e+09,-4.957017e+01
6.974914e+09,-5.574422e+01
7.012413e+09,-4.320190e+01
7.049912e+09,-4.528702e+01
7.087411e+09,-4.058143e+01
7.124910e+09,-4.361967e+01
7.162409e+09,-4.458736e+01
7.199908e+09,-4.420159e+01
7.237407e+09,-4.514364e+01
7.274906e+09,-4.328774e+01
7.312405e+09,-4.140203e+01
7.349904e+09,-3.688665e+01
7.387403e+09,-3.980301e+01
7.424902e+09,-3.851274e+01
7.462401e+09,-5.116124e+01
7.499900e+09,-4.156826e+01
Trace Name,Trace B
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+7.499900000E+09
Format,Smith,Real/Imag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+05,-2.106734e-03, -3.492694e-03
3.759900e+07,-3.916996e-04, -5.173725e-03
7.509800e+07,2.136601e-04, -5.228594e-03
1.125970e+08,-2.259052e-03, -2.118856e-03
1.500960e+08,1.323012e-03, -4.166707e-03
1.875950e+08,-1.925976e-03, -2.164581e-03
2.250940e+08,-1.974629e-03, -2.168997e-03
2.625930e+08,4.594311e-03, -4.481296e-04
3.000920e+08,1.785891e-03, -8.568039e-04
3.375910e+08,3.893170e-03, 8.631718e-04
3.750900e+08,2.541333e-03, -5.814957e-04
4.125890e+08,2.450899e-03, -8.045978e-04
4.500880e+08,2.241251e-03, -4.718341e-04
4.875870e+08,-8.228987e-04, 6.773349e-03
5.250860e+08,-3.512957e-04, 4.310175e-03
5.625850e+08,-1.118283e-03, 4.305392e-03
6.000840e+08,1.879288e-03, 2.636131e-03
6.375830e+08,5.225931e-04, 3.233981e-03
6.750820e+08,2.172969e-03, 2.968162e-03
7.125810e+08,-8.722403e-04, 2.302625e-03
7.500800e+08,7.662391e-04, 3.200540e-03
7.875790e+08,-4.549169e-03, -1.741176e-03
8.250780e+08,-3.506603e-03, -3.178299e-04
8.625770e+08,-3.218737e-03, 1.376304e-03
9.000760e+08,-3.511342e-03, -8.172736e-04
9.375750e+08,-2.198818e-03, -3.440849e-03
9.750740e+08,-5.982389e-04, -3.993582e-03
1.012573e+09,9.724978e-04, -3.960787e-03
1.050072e+09,2.485914e-03, -4.069133e-03
1.087571e+09,-2.299015e-03, -2.545065e-03
1.125070e+09,1.862403e-03, -2.775957e-03
1.162569e+09,4.060281e-03, -1.773215e-03
1.200068e+09,4.617128e-03, -5.723679e-04
1.237567e+09,2.780885e-03, -1.442901e-03
1.275066e+09,2.611364e-03, -1.806866e-03
1.312565e+09,3.478975e-03, 9.916307e-04
1.350064e+09,3.262777e-03, 3.053777e-03
1.387563e+09,2.853132e-03, 3.164594e-03
1.425062e+09,2.429113e-03, 3.450897e-03
1.462561e+09,4.610701e-03, 6.240555e-04
1.500060e+09,2.860859e-03, 2.212027e-03
1.537559e+09,-5.162486e-03, 3.758803e-03
1.575058e+09,-2.696199e-03, 3.128206e-03
1.612557e+09,-1.925060e-03, 3.147491e-03
1.650056e+09,-5.141472e-04, 4.528622e-03
1.687555e+09,-2.288680e-03, 2.886643e-03
1.725054e+09,-2.918688e-03, 2.111001e-03
1.762553e+09,-2.807136e-03, 3.364979e-03
1.800052e+09,-2.777666e-03, -2.074520e-04
1.837551e+09,-1.244999e-03, -4.003070e-03
1.875050e+09,-2.515670e-03, -1.552739e-03
1.912549e+09,-4.487236e-03, -5.856177e-04
1.950048e+09,1.644862e-03, -3.945050e-03
1.987547e+09,-5.325887e-03, -2.506218e-03
2.025046e+09,2.254871e-03, -2.729845e-03
2.062545e+09,-1.947786e-03, -4.039796e-03
2.100044e+09,7.826583e-04, -3.190068e-03
2.137543e+09,2.332128e-03, -2.383678e-03
2.175042e+09,2.049447e-03, -4.083622e-03
2.212541e+09,3.967658e-03, 3.400609e-03
2.250040e+09,3.301772e-03, 1.168113e-03
2.287539e+09,1.206186e-03, 5.720392e-03
2.325038e+09,2.340098e-03, 2.418908e-03
2.362537e+09,1.787824e-03, 2.742191e-03
2.400036e+09,2.473828e-03, 2.654328e-03
2.437535e+09,-2.990817e-03, 4.016501e-03
2.475034e+09,-2.899426e-03, 3.267770e-03
2.512533e+09,-2.315552e-03, 2.929741e-03
2.550032e+09,9.011854e-04, 5.544460e-03
2.587531e+09,-1.644947e-03, 3.944388e-03
2.625030e+09,-4.125225e-03, -1.128429e-03
2.662529e+09,-3.868811e-03, -2.652679e-03
2.700028e+09,-4.106491e-03, 7.655369e-04
2.737527e+09,-4.027817e-03, -2.325202e-04
2.775026e+09,-2.544219e-03, -3.093101e-03
2.812525e+09,3.977466e-03, -7.105631e-03
2.850024e+09,6.090337e-03, -5.882627e-03
2.887523e+09,3.618335e-03, -3.892761e-03
2.925022e+09,3.905058e-04, -3.839051e-03
2.962521e+09,2.291702e-03, -3.152232e-03
3.000020e+09,2.147365e-03, -3.542694e-03
3.037519e+09,4.890851e-03, 5.046047e-03
3.075018e+09,2.177625e-03, 6.044811e-04
3.112517e+09,1.824223e-03, -6.398440e-03
3.150016e+09,1.917743e-03, 9.639534e-04
3.187515e+09,2.454870e-03, 1.382469e-03
3.225014e+09,-3.133556e-03, 8.114231e-03
3.262513e+09,-1.130996e-03, 5.892221e-03
3.300012e+09,-3.843506e-03, 6.635106e-03
3.337511e+09,-1.142376e-02, 6.026118e-03
3.375010e+09,-9.890762e-04, 6.569897e-03
3.412509e+09,-5.830448e-03, 4.360046e-03
3.450008e+09,-9.072310e-03, 1.196654e-03
3.487507e+09,-8.620289e-03, 1.004157e-03
3.525006e+09,-7.936798e-03, 3.553471e-03
3.562505e+09,-8.398146e-03, 2.001982e-03
3.600004e+09,-7.497379e-03, -8.453928e-04
3.637503e+09,-3.948014e-03, -6.985274e-03
3.675002e+09,-4.948057e-03, -4.777234e-03
3.712501e+09,-8.348628e-03, -3.438390e-03
3.750000e+09,-1.988133e-03, -6.406377e-03
3.787499e+09,2.271741e-03, -6.265537e-03
3.824998e+09,6.116724e-04, -6.264190e-03
3.862497e+09,4.372220e-03, -3.559691e-03
3.899996e+09,2.341827e-03, -4.967669e-03
3.937495e+09,4.758208e-03, -2.285533e-03
3.974994e+09,5.751299e-03, 1.016947e-03
4.012493e+09,5.523444e-03, 3.118981e-03
4.049992e+09,4.696478e-03, 4.269063e-03
4.087491e+09,2.420867e-03, 7.159749e-03
4.124990e+09,4.243464e-04, 7.949268e-03
4.162489e+09,-4.365202e-04, 8.253053e-03
4.199988e+09,2.866962e-03, 8.177607e-03
4.237487e+09,-5.174619e-04, 9.225519e-03
4.274986e+09,-3.668699e-03, 8.843790e-03
4.312485e+09,-5.873115e-03, 7.916084e-03
4.349984e+09,-8.356674e-03, 4.961746e-03
4.387483e+09,-4.787297e-03, 1.144281e-02
4.424982e+09,-1.083874e-02, -4.840647e-03
4.462481e+09,-9.797048e-03, 4.306504e-03
4.499980e+09,-1.035655e-02, 1.788336e-03
4.537479e+09,-1.312734e-02, 3.153948e-03
4.574978e+09,-3.660078e-03, -8.885790e-03
4.612477e+09,-4.832669e-03, -7.769837e-03
4.649976e+09,1.550704e-03, -9.947622e-03
4.687475e+09,-1.757714e-03, -1.000365e-02
4.724974e+09,6.716259e-03, -7.902056e-03
4.762473e+09,-1.593726e-03, -1.261155e-02
4.799972e+09,9.803090e-04, -1.234087e-02
4.837471e+09,3.906090e-03, -1.058087e-02
4.874970e+09,7.402638e-03, -6.222453e-03
4.912469e+09,9.454058e-03, -3.260883e-03
4.949968e+09,9.891716e-03, -4.367941e-04
4.987467e+09,8.948301e-03, 1.952467e-03
5.024966e+09,4.144087e-03, 5.877777e-03
5.062465e+09,1.046942e-02, 2.217295e-03
5.099964e+09,8.424671e-03, 5.187708e-03
5.137463e+09,3.860554e-03, 6.948619e-03
5.174962e+09,5.716120e-03, 9.002660e-03
5.212461e+09,4.275955e-03, 9.551025e-03
5.249960e+09,-1.550539e-03, 4.663839e-03
5.287459e+09,2.032462e-03, 1.161345e-02
5.324958e+09,-2.792967e-03, 4.433192e-03
5.362457e+09,-4.710187e-03, 4.414792e-03
5.399956e+09,-5.195523e-03, -9.188881e-04
5.437455e+09,-3.610936e-03, -4.775285e-03
5.474954e+09,-8.345167e-03, -1.256398e-04
5.512453e+09,-1.024513e-02, -1.357912e-04
5.549952e+09,2.628267e-04, -4.447390e-03
5.587451e+09,-6.321620e-03, -5.033437e-03
5.624950e+09,-5.082964e-03, -6.851348e-03
5.662449e+09,-1.192292e-03, -7.509249e-03
5.699948e+09,-2.365080e-04, -9.082437e-03
5.737447e+09,2.725388e-03, -8.596999e-03
5.774946e+09,6.134338e-03, -1.412152e-03
5.812445e+09,8.026459e-03, -8.663431e-03
5.849944e+09,8.793925e-03, -3.150592e-03
5.887443e+09,1.080697e-02, -2.006550e-03
5.924942e+09,9.645826e-03, 2.053234e-03
5.962441e+09,7.585503e-03, 4.009480e-03
5.999940e+09,1.562996e-02, 4.223252e-03
6.037439e+09,2.584369e-03, 5.538043e-03
6.074938e+09,5.804489e-03, 7.333460e-03
6.112437e+09,6.465251e-03, 9.206063e-03
6.149936e+09,4.255850e-03, 8.455622e-03
6.187435e+09,4.106831e-03, 1.111071e-02
6.224934e+09,2.545056e-03, 9.640012e-03
6.262433e+09,8.147109e-04, 1.043102e-02
6.299932e+09,-6.467581e-04, 1.014243e-02
6.337431e+09,2.469731e-03, 4.696650e-03
6.374930e+09,-1.346670e-03, 6.225233e-03
6.412429e+09,3.128335e-03, 3.929007e-03
6.449928e+09,-1.063866e-04, 3.504394e-03
6.487427e+09,-7.778676e-03, -4.471695e-04
6.524926e+09,-3.331341e-03, -6.885210e-04
6.562425e+09,-4.388301e-04, 6.968673e-04
6.599924e+09,-2.670654e-03, -4.471847e-03
6.637423e+09,3.583890e-04, 8.438637e-04
6.674922e+09,1.126399e-03, -1.296126e-03
6.712421e+09,2.209427e-03, -6.065319e-04
6.749920e+09,2.512114e-03, 4.377785e-04
6.787419e+09,-2.552916e-03, 5.378426e-03
6.824918e+09,-1.451609e-03, 3.133275e-03
6.862417e+09,1.420592e-02, -6.879593e-04
6.899916e+09,1.176830e-03, 1.614140e-03
6.937415e+09,2.643660e-03, 1.430983e-03
6.974914e+09,4.195726e-04, -1.707125e-03
7.012413e+09,6.500355e-03, 2.817611e-03
7.049912e+09,5.446545e-03, -9.285852e-04
7.087411e+09,5.880338e-03, 6.709018e-03
7.124910e+09,4.993043e-03, 3.824933e-03
7.162409e+09,5.465738e-03, 2.370095e-03
7.199908e+09,4.127281e-03, 4.567898e-03
7.237407e+09,2.567830e-03, 4.837962e-03
7.274906e+09,5.765800e-03, 2.802988e-03
7.312405e+09,7.824957e-03, 2.122117e-03
7.349904e+09,1.351702e-02, 4.220735e-03
7.387403e+09,9.145331e-03, 4.236230e-03
7.424902e+09,9.487360e-03, 6.557378e-03
7.462401e+09,2.703551e-03, 8.512888e-04
7.499900e+09,-1.117570e-04, -8.551625e-03
