Machine Module SVA1075X
Trace Name,Trace A
5.174962e+09,4.702630e-02
5.212461e+09,1.778208e-02
5.249960e+09,1.906513e-02
5.287459e+09,9.963303e-03
5.324958e+09,-1.023676e-03
5.362457e+09,-1.703472e-02
5.399956e+09,-1.953505e-02
5.437455e+09,2.506998e-02
5.474954e+09,-5.515856e-02
5.512453e+09,-4.682745e-02
5.549952e+09,-3.916605e-02
5.587451e+09,2.494588e-02
5.624950e+09,-1.331760e-03
5.662449e+09,7.734557e-03
5.699948e+09,1.655016e-01
5.737447e+09,5.601536e-02
5.774946e+09,8.658514e-02
5.812445e+09,1.023921e-01
5.849944e+09,1.120944e-01
5.887443e+09,1.219666e-01
5.924942e+09,9.276036e-02
5.962441e+09,1.179820e-01
5.999940e+09,1.199015e-01
6.037439e+09,1.335588e-01
6.074938e+09,6.482108e-02
6.112437e+09,1.024411e-01
6.149936e+09,1.368051e-01
6.187435e+09,1.316488e-01
6.224934e+09,1.237750e-01
6.262433e+09,1.084667e-01
6.299932e+09,1.402064e-01
6.337431e+09,9.347900e-02
6.374930e+09,5.781935e-02
6.412429e+09,7.547788e-02
6.449928e+09,7.609575e-02
6.487427e+09,1.048919e-01
6.524926e+09,6.772215e-02
6.562425e+09,4.391671e-02
6.599924e+09,2.486770e-02
6.637423e+09,5.804802e-02
6.674922e+09,5.549236e-02
6.712421e+09,5.268320e-02
6.749920e+09,9.837312e-02
6.787419e+09,1.075986e-01
6.824918e+09,5.315169e-02
6.862417e+09,8.814151e-02
6.899916e+09,3.039586e-02
6.937415e+09,1.033497e-01
6.974914e+09,9.631791e-02
7.012413e+09,1.197777e-01
7.049912e+09,1.658731e-01
7.087411e+09,1.408263e-01
7.124910e+09,1.407989e-01
7.162409e+09,1.447944e-01
7.199908e+09,1.432538e-01
7.237407e+09,1.054340e-01
7.274906e+09,2.134428e-02
7.312405e+09,1.296209e-01
7.349904e+09,1.815366e-02
7.387403e+09,8.253841e-02
7.424902e+09,1.512684e-02
7.462401e+09,1.802698e-03
7.499900e+09,-6.832166e-03
Trace Name,Trace B
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+7.499900000E+09
Format,Smith,Real/Imag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+05,9.906173e-01, 1.122749e-02
3.759900e+07,9.985456e-01, -5.454536e-03
7.509800e+07,9.986766e-01, -8.189916e-03
1.125970e+08,9.975940e-01, -7.661296e-03
1.500960e+08,9.936191e-01, -2.486683e-04
1.875950e+08,9.983177e-01, -5.120553e-03
2.250940e+08,1.000027e+00, -4.665366e-03
2.625930e+08,9.968984e-01, -1.180420e-03
3.000920e+08,9.996976e-01, -2.486727e-03
3.375910e+08,1.000945e+00, -2.566929e-03
3.750900e+08,9.994506e-01, -1.560548e-03
4.125890e+08,1.000581e+00, -8.791410e-04
4.500880e+08,1.000042e+00, -2.311271e-04
4.875870e+08,9.988756e-01, 9.541756e-05
5.250860e+08,1.001255e+00, 1.180790e-03
5.625850e+08,9.987176e-01, 1.645774e-03
6.000840e+08,9.974817e-01, 2.482947e-03
6.375830e+08,9.914870e-01, -1.162746e-03
6.750820e+08,9.967938e-01, 2.801555e-03
7.125810e+08,9.966568e-01, 2.265645e-03
7.500800e+08,9.966599e-01, 1.665703e-03
7.875790e+08,9.935619e-01, -4.563943e-03
8.250780e+08,9.941400e-01, -1.952333e-03
8.625770e+08,9.932581e-01, -6.674988e-03
9.000760e+08,9.926255e-01, 6.181085e-03
9.375750e+08,9.928012e-01, 2.241876e-03
9.750740e+08,9.974609e-01, -1.078022e-02
1.012573e+09,9.953970e-01, -3.642331e-03
1.050072e+09,9.967115e-01, -4.688379e-03
1.087571e+09,9.939066e-01, -9.733387e-04
1.125070e+09,9.948063e-01, -2.112087e-03
1.162569e+09,9.984810e-01, -3.816202e-03
1.200068e+09,9.969015e-01, -2.183891e-03
1.237567e+09,9.988113e-01, -2.019245e-03
1.275066e+09,1.002404e+00, -1.686374e-03
1.312565e+09,9.998297e-01, -5.849720e-04
1.350064e+09,9.997831e-01, 2.141738e-04
1.387563e+09,9.969750e-01, 1.445350e-03
1.425062e+09,9.993559e-01, 2.221207e-03
1.462561e+09,9.948227e-01, 1.021901e-03
1.500060e+09,9.984391e-01, 3.102015e-03
1.537559e+09,9.947154e-01, 1.292581e-03
1.575058e+09,9.920841e-01, -8.557417e-04
1.612557e+09,9.956169e-01, 4.874634e-03
1.650056e+09,9.940232e-01, 4.127036e-03
1.687555e+09,9.925405e-01, 3.014539e-04
1.725054e+09,9.927303e-01, -3.155933e-04
1.762553e+09,9.930719e-01, -9.880302e-04
1.800052e+09,9.933494e-01, -2.683828e-03
1.837551e+09,9.949697e-01, -8.666530e-03
1.875050e+09,9.880214e-01, 6.809865e-03
1.912549e+09,9.943323e-01, -5.003261e-03
1.950048e+09,9.902865e-01, 1.808415e-03
1.987547e+09,9.959525e-01, -3.653453e-03
2.025046e+09,1.007418e+00, -1.159212e-02
2.062545e+09,9.970589e-01, -1.794840e-03
2.100044e+09,1.001114e+00, -3.151010e-03
2.137543e+09,1.001343e+00, -1.985889e-03
2.175042e+09,1.001613e+00, -7.040642e-04
2.212541e+09,9.998492e-01, 2.199282e-04
2.250040e+09,9.998491e-01, 1.330227e-03
2.287539e+09,9.991674e-01, 2.084928e-03
2.325038e+09,1.000614e+00, 3.079658e-03
2.362537e+09,9.986394e-01, 3.471981e-03
2.400036e+09,9.919801e-01, 9.658092e-04
2.437535e+09,9.952355e-01, 2.933616e-03
2.475034e+09,9.966037e-01, 4.399136e-03
2.512533e+09,9.937181e-01, 9.686677e-04
2.550032e+09,9.915699e-01, -3.542442e-03
2.587531e+09,9.944280e-01, 3.149326e-03
2.625030e+09,9.923182e-01, -1.268194e-02
2.662529e+09,9.929051e-01, -8.110505e-03
2.700028e+09,9.911342e-01, 1.079425e-03
2.737527e+09,9.880774e-01, 6.098733e-03
2.775026e+09,9.891618e-01, 1.891589e-03
2.812525e+09,9.984501e-01, -1.220524e-02
2.850024e+09,9.956943e-01, -6.399430e-03
2.887523e+09,9.957505e-01, -5.903482e-03
2.925022e+09,9.962881e-01, -5.069971e-03
2.962521e+09,9.977633e-01, -5.178304e-03
3.000020e+09,1.002347e+00, -5.601915e-03
3.037519e+09,9.976599e-01, -1.528381e-03
3.075018e+09,9.998048e-01, -1.387279e-03
3.112517e+09,9.987064e-01, -8.056093e-04
3.150016e+09,9.978008e-01, 4.224509e-04
3.187515e+09,9.968299e-01, 1.508791e-03
3.225014e+09,9.955284e-01, 2.238300e-03
3.262513e+09,9.885852e-01, 1.616548e-03
3.300012e+09,9.981337e-01, 5.966420e-03
3.337511e+09,9.907016e-01, 2.207523e-03
3.375010e+09,9.871450e-01, -6.463642e-04
3.412509e+09,9.889042e-01, 3.106037e-03
3.450008e+09,9.822957e-01, -5.908672e-03
3.487507e+09,9.807289e-01, -3.195677e-03
3.525006e+09,9.783208e-01, -6.385067e-03
3.562505e+09,9.779527e-01, -2.345136e-03
3.600004e+09,9.785701e-01, -1.932825e-03
3.637503e+09,9.814255e-01, -5.853766e-03
3.675002e+09,9.813198e-01, -2.119941e-03
3.712501e+09,9.901887e-01, -1.146454e-02
3.750000e+09,9.841117e-01, -5.471150e-04
3.787499e+09,9.865161e-01, -7.139708e-04
3.824998e+09,9.938450e-01, -2.918359e-03
3.862497e+09,9.937023e-01, -7.591018e-04
3.899996e+09,9.915801e-01, 1.069408e-03
3.937495e+09,9.936572e-01, 8.371966e-04
3.974994e+09,9.978355e-01, 2.682709e-03
4.012493e+09,9.952314e-01, 4.783171e-03
4.049992e+09,9.943859e-01, 5.852070e-03
4.087491e+09,9.921396e-01, 8.320655e-03
4.124990e+09,9.868822e-01, 9.323486e-03
4.162489e+09,9.884723e-01, 1.133482e-02
4.199988e+09,9.841566e-01, 1.077628e-02
4.237487e+09,9.868303e-01, 1.540501e-02
4.274986e+09,9.831611e-01, 1.455772e-02
4.312485e+09,9.803966e-01, 1.142410e-02
4.349984e+09,9.809135e-01, 1.508121e-02
4.387483e+09,9.789761e-01, 8.691410e-03
4.424982e+09,9.781158e-01, 8.340558e-03
4.462481e+09,9.767569e-01, 1.651350e-02
4.499980e+09,9.772566e-01, 1.194731e-02
4.537479e+09,9.793016e-01, 9.226840e-03
4.574978e+09,9.811954e-01, 8.498077e-03
4.612477e+09,9.819170e-01, 9.494754e-03
4.649976e+09,9.900767e-01, 1.481549e-03
4.687475e+09,9.856407e-01, 6.557219e-03
4.724974e+09,9.943806e-01, 3.403568e-03
4.762473e+09,9.952139e-01, 4.845782e-03
4.799972e+09,9.945713e-01, 6.203089e-03
4.837471e+09,1.004669e+00, 6.784492e-03
4.874970e+09,1.000781e+00, 6.528205e-03
4.912469e+09,1.003953e+00, 9.679478e-03
4.949968e+09,1.004768e+00, 1.186256e-02
4.987467e+09,1.006224e+00, 1.424434e-02
5.024966e+09,1.005198e+00, 1.616002e-02
5.062465e+09,1.007785e+00, 1.904158e-02
5.099964e+09,1.006041e+00, 2.033352e-02
5.137463e+09,1.003505e+00, 2.070359e-02
5.174962e+09,1.004994e+00, 2.588703e-02
5.212461e+09,1.001908e+00, 2.132413e-02
5.249960e+09,1.002081e+00, 2.231671e-02
5.287459e+09,1.001171e+00, 1.613512e-02
5.324958e+09,9.999051e-01, 1.640825e-02
5.362457e+09,9.982242e-01, 1.216071e-02
5.399956e+09,9.982595e-01, 5.216045e-03
5.437455e+09,1.002738e+00, -3.648923e-03
5.474954e+09,9.946526e-01, 1.070479e-02
5.512453e+09,9.951731e-01, 1.064202e-02
5.549952e+09,9.953547e-01, 1.033739e-02
5.587451e+09,1.002706e+00, 3.734555e-03
5.624950e+09,9.997392e-01, 4.137539e-03
5.662449e+09,1.001434e+00, 3.351140e-03
5.699948e+09,1.019168e+00, 1.869387e-03
5.737447e+09,1.006559e+00, 1.635901e-03
5.774946e+09,1.010192e+00, 3.144947e-03
5.812445e+09,1.012028e+00, 3.276149e-03
5.849944e+09,1.013223e+00, 5.466592e-03
5.887443e+09,1.014243e+00, 8.258284e-03
5.924942e+09,1.010974e+00, 1.006378e-02
5.962441e+09,1.014119e+00, 1.215085e-02
5.999940e+09,1.014165e+00, 1.461621e-02
6.037439e+09,1.015773e+00, 1.711271e-02
6.074938e+09,1.007282e+00, 8.718996e-03
6.112437e+09,1.012003e+00, 1.197222e-02
6.149936e+09,1.015856e+00, 1.749900e-02
6.187435e+09,1.015436e+00, 1.581781e-02
6.224934e+09,1.014337e+00, 2.139298e-02
6.262433e+09,1.012469e+00, 1.489589e-02
6.299932e+09,1.016346e+00, 1.057033e-04
6.337431e+09,1.010883e+00, 8.075653e-03
6.374930e+09,1.007078e+00, 9.792616e-03
6.412429e+09,1.009196e+00, 3.197701e-03
6.449928e+09,1.009360e+00, 1.183572e-03
6.487427e+09,1.012636e+00, -7.406557e-04
6.524926e+09,1.008224e+00, 2.749978e-04
6.562425e+09,1.005429e+00, 7.735322e-04
6.599924e+09,1.003182e+00, -8.783447e-04
6.637423e+09,1.006944e+00, 8.321475e-05
6.674922e+09,1.006700e+00, 3.840318e-04
6.712421e+09,1.006307e+00, 2.150104e-04
6.749920e+09,1.011537e+00, 3.996030e-04
6.787419e+09,1.013231e+00, 2.700233e-03
6.824918e+09,1.006653e+00, 1.793016e-03
6.862417e+09,1.010953e+00, 5.531199e-03
6.899916e+09,1.003821e+00, -1.694938e-03
6.937415e+09,1.011776e+00, 6.558948e-03
6.974914e+09,1.011852e+00, 1.105646e-03
7.012413e+09,1.014287e+00, -3.569076e-03
7.049912e+09,1.019590e+00, 1.091340e-02
7.087411e+09,1.016615e+00, -9.729923e-03
7.124910e+09,1.016602e+00, 2.718703e-03
7.162409e+09,1.017219e+00, -7.388321e-03
7.199908e+09,1.016388e+00, -8.402132e-03
7.237407e+09,1.012538e+00, -4.554280e-03
7.274906e+09,1.003196e+00, 2.973228e-03
7.312405e+09,1.014926e+00, -1.565080e-02
7.349904e+09,1.002572e+00, -4.798183e-03
7.387403e+09,1.009278e+00, -8.704831e-03
7.424902e+09,1.001982e+00, -3.650673e-03
7.462401e+09,1.000617e+00, -2.155616e-03
7.499900e+09,9.996115e-01, -1.529195e-03
